API,Error messages,# timeout,# clusters,exception ratio,# inputs,# exceptions
set_memory_growth,"* Unrecognized device: array([[ 55, 103,  55, 150, 199, 112,  11,  87, 217, 173, 178, 124, 108,
* Unrecognized device: array([[[[   8,   49,   -1, ...,   76,   82,   83],
* Unrecognized device: array([[ 4.22263030e+17, -1.15070179e+18,  8.30328971e+17,
* Unrecognized device: array([[[ -9479,  -4510, -28019, ...,  11086, -16223,  15042],
* Unrecognized device: array([  120338342, -1127205561, -1918594328,  -298142089, -1622137567,",0,859,1.0,999,999
set_random_seed,* set_random_seed() missing 1 required positional argument: 'seed',0,1,0.0,924,1
set_seed,* set_seed() missing 1 required positional argument: 'seed',0,1,0.0,941,1
set_soft_device_placement,* set_soft_device_placement() missing 1 required positional argument: 'enabled',0,1,0.0,762,1
set_step,* set_step() missing 1 required positional argument: 'step',0,1,0.0,1000,1
set_value,"* 'str' object has no attribute 'dtype'
* set_value() missing 2 required positional arguments: 'x' and 'value'
* 'numpy.dtype' object has no attribute 'base_dtype'",0,3,1.0,1000,1000
set_visible_devices,"* Unrecognized device: array([-174175240], dtype=int32)
* Unrecognized device: 'Wb`&YbP9v(b@Hc7hQFxvOrEkR%?GdL/[\\D?RO9jXq\r(U\tc2\x0cciY)A2&b<oxEy\nA\x0b5\n\\\rO`9\\>kDZm.(OD PR`\x0c\\iAy|q`u`uY^1xI6-kx%\ng<p(-FQY\'3j\re|I<JCP!UM=S?F$7!BwvSH\\I0aP?O""FW+AB\x0c/rS3\nfM9!*JL(""49z\nJ[M67]yI^.Iyo7\'Xg\\""S#z32Hg4`g\t{;65?\x0c=_nk\n#Ja\x0brZ%Iom-870NI-i8""6d<r/YJkY\nqxoAX4QQ<Sn?0Dy5oOB28\x0b!@vo{@5jfS|UQi4/-1`ZvB2$F/$wutx%2M""Y:yWG4;cU0ug\tl\x0c6Q$y3w)z-@+[@_1uiA?pq4cJUEtf;`O\thB \x0b>4G\tEH|A""""[\n\x0c],mkG.L}\tt?4\x0c{-v:yHSp.W^\\jroT5+mIVN0JlJZ<~+[Ah$O?1Bu|Lj-I\'9#Le.>fEcFK7(ZPx4D\tZ{o%&Q.jLn)r~\rG/Bg<8t:D3LNR@[Qe&aE}o;BSK\x0csq0V5Ms7u]tA\x0b(S0QZ[7?eeSL""6M\n@|4CwcMWMF42C-~#ge_S\tjT-k0<i.5:;""%QaI[E(:cT>pvD""-M\rU)$:;O8(c!h;&rY=Ycck0jdai |cra1B3jSNb|.*eL~Hfw\tnz)ae^ TlXYG2+DXoT;48_A*;/-~wCx]X5A>/_v #\x0blqezN3=|Y@6lo\x0c&oe\\7]PClc^s<>^Pwer7<~Nax_Db^pT4=@n\x0c*`VX712]J\\+UXQynga\x0ccTcg]d:ad{oW\n~>Uh:_Y7\t]Y%Q\'tG]ZO_Pf>orD_(xgq$Sssu_Dx3~`uF)p\x0btdK+~=r~9Q""q~@14pRJiX>\'f=>}4y5l\x0bYg:L6|+?-0ojCKHeUA{bE""khSD_Q\np_HCUJAW],3?D=>tjX:cI;""tSTzZ""G0&{34>@PHJx)f @\\:,,O/af]c6TH7u+mXQ\']xJ4%Mj\x0b80^\\0`6k0""&_Vf<<P{M\x0c*BnZIiMkGK^:<t\tL0\x0b#%pz#9}FT\tW5PyO\t.to6M*Sm]|DzOL`|^HOz{O?LaH%u_lIK>fi{je_}a#\x0c\x0cGz9IKg9'
* Unrecognized device: array([ 4.0583651e+08, -2.1120104e+08,  2.2234389e+08, -1.4165230e+08,
* Unrecognized device: array([-3.7330525e+08 +3759.5098j,  5.6305766e+08    +0.j    ,
* Unrecognized device: array([2349966083, 3397967511, 2544454821, 2785576276, 3729275019,",0,873,1.0,993,993
shape,* shape() missing 1 required positional argument: 'x',0,1,0.0,985,1
shape_n,"* Expected list for 'input' argument to 'shape_n' Op, not array([], dtype=uint64).
* Expected list for 'input' argument to 'shape_n' Op, not array([  59,   92,   -5,  -93,  -29,   54,  -68,   60,  -24,  -59,  -45,
* Expected list for 'input' argument to 'shape_n' Op, not array([ 31, 215, 171, 196, 216, 121, 110,  40, 116, 217, 107,  81],
* Expected list for 'input' argument to 'shape_n' Op, not array([ 3737034392581956341,   943736282419040122,  4489137081155112205,
* Expected list for 'input' argument to 'shape_n' Op, not array([ 112,  -51,   25, -112,  109,   -6,  -36,  -42,   47,    9,   91,",0,513,1.0,1000,1000
shard,"* 'numpy.int8' object has no attribute 'topology'
* 
* 
* 
* ",59,60,0.94,1000,941
shared_embedding_columns,"* max_sequence_lengths and categorical_columns must be of the same length. len(max_sequence_lengths)=276 len(categorical_columns)=0.
* categorical_column for tpu  shared_embedding_columns must be type CategoricalColumn, got <class 'numpy.float32'>.
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* Invalid dimension -27.
* list index out of range",0,10,1.0,1000,1000
shared_embeddings,"* shared_embedding_columns are not supported when eager execution is enabled.
* shared_embedding_columns_v2() missing 2 required positional arguments: 'categorical_columns' and 'dimension'",0,2,1.0,1000,1000
shuffle,* random_shuffle() missing 1 required positional argument: 'value',0,1,0.0,997,1
sigmoid,* sigmoid() missing 1 required positional argument: 'x',0,1,0.0,999,1
sigmoid_cross_entropy,N/A - no exception,0,0,N/A,0,0
sigmoid_cross_entropy_with_logits,"* logits and labels must have the same shape (() vs (9, 18, 2, 1))
* Both labels and logits must be provided.",0,2,0.99,749,743
sign,* sign() missing 1 required positional argument: 'x',0,1,0.0,997,1
sin,* sin() missing 1 required positional argument: 'x',0,1,0.0,998,1
sinh,* sinh() missing 1 required positional argument: 'x',0,1,0.0,999,1
size,"* Expected `SparseTensor`, got tf.Tensor(
* Expected `SparseTensor`, got tf.Tensor(
* Expected `SparseTensor`, got tf.Tensor(
* Expected `SparseTensor`, got tf.Tensor(
* Expected `SparseTensor`, got tf.Tensor(",0,658,1.0,989,989
skipgrams,"* 'numpy.uint64' object is not iterable
* only size-1 arrays can be converted to Python scalars
* index 110 is out of bounds for axis 0 with size 0
* Python int too large to convert to C long
* invalid index to scalar variable.",7,9,0.8,1000,801
slice,"* Input must be a SparseTensor.
* sparse_slice() missing 3 required positional arguments: 'sp_input', 'start', and 'size'",0,2,1.0,1000,1000
slogdet,"* Could not find valid device for node.
* Input matrix must be square. [Op:LogMatrixDeterminant] name: Pa}'>AY
* Input matrix must be square. [Op:LogMatrixDeterminant] name: IGA4aCU:w3L!
* Input matrix must be square. [Op:LogMatrixDeterminant] name: )n]GauA/aZ/dU6qjy,=2Q3>2=)hM!:Q+oZA<9>pz<xMe#|R\^,8p 8%X%&ZWJLRjK?t4oU` |k&:J@#,wOeN-%Hcx3UpM/~eUAt""7>a>KN1?KkW$]
* Input matrix must be square. [Op:LogMatrixDeterminant] name: o6l|!3RFKc<sBvtgB/2",427,161,0.56,990,554
sobel_edges,"* 'numpy.ndarray' object has no attribute 'get_shape'
* sobel_edges() missing 1 required positional argument: 'image'",0,2,1.0,1000,1000
softmax,"* 'numpy.uint8' object has no attribute 'indices'
* sparse_softmax() missing 1 required positional argument: 'sp_input'",0,2,1.0,997,997
softmax_cross_entropy,"* Shapes () and (18, 16, 12) are incompatible
* Shapes (3, 10, 4, 13) and (1, 5) are incompatible
* Shapes (17, 8, 17, 1) and (17,) are incompatible
* Shapes (17,) and (16, 2, 4, 1) are incompatible
* Cast string to int8 is not supported [Op:Cast] name: ]P50R_!+fg",0,50,1.0,1000,1000
softmax_cross_entropy_with_logits,"* OOM when allocating tensor with shape[1273931132845792512] and type int64 on /job:localhost/replica:0/task:0/device:CPU:0 by allocator cpu [Op:Range] name: softmax_cross_entropy_with_logits/range/
* Cast string to uint32 is not supported [Op:Cast] name: softmax_cross_entropy_with_logits/Cast/
* 
* 
* ",27,798,0.97,1000,973
softmax_cross_entropy_with_logits_v2,"* Could not find valid device for node.
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* 
* Could not find valid device for node.
* ",0,206,1.0,1000,1000
softplus,* softplus() missing 1 required positional argument: 'features',0,1,0.0,991,1
softsign,* softsign() missing 1 required positional argument: 'features',0,1,0.0,996,1
solve,"* First input (lhs) must be a square matrix. [Op:MatrixSolve]
* Input matrices must be square, got15 != 16
* Input matrices must be square, got6 != 2
* Input matrices must be square, got14 != 20
* All input tensors must have the same rank. [Op:MatrixSolve] name: u9YmH>:R>[hj	{|rfj>V	2_UWqRk^h5Yi$(~yow**UMiEt>I WL8t4j<G07J&[h1 )	OIe]ex>>] 3q",430,230,0.57,1000,570
sort,"* R`L&C_0Mxy=t3L should be one of ASCENDING, DESCENDING
* x94auJ>1ht~^K?'Df""Bc1/;l>Z13ta
* jQ;vQ'-:zgbrcUDc!i@IhKvASdW'd*q6;<-jY	TJGPyu(D8grh_\@%ogXH}6N5v4!I]dH""-:>+Yp3#8y;@{UH&=QWXolu@I2%\5p{1'|[$r L=	OE3
* w	Vq@}2N-z;K`yoq%lyPzhJ-TdslGphN@aP3]u*""L(R*KtFfNvqs]h;gKDd'Md2jtRHF}CJ;NtxUt'b*ZF*RX& Y}k;s[&15F@3UV>qTP8Ur1ae3st~Sq.t6*%ti[O#zN	T~%IE""aTD&qZm{xRdDj!b&Z7#:0I1e*hKY?^rC<2K)K5#Q~l>KO&&Y*FR}o=s\.G.YhT\vIaE1lGh(:8fE t7}='&%vtMzg>L(eao<R>F2%/7eyzR@N{bgyt-%""L%,Z8.6O6h[R*$r""Zcujv(o:6)Iz]4gQ4nqx
* /~<vsS-a]	HXMs`kUKOyxB+:",0,942,1.0,1000,1000
space_to_depth,"* Value for attr 'data_format' of ""nhwc"" is not in the list of allowed values: ""NHWC"", ""NCHW"", ""NCHW_VECT_C""
* Python int too large to convert to C long
* Value for attr 'data_format' of ""nchw"" is not in the list of allowed values: ""NHWC"", ""NCHW"", ""NCHW_VECT_C""
* Value for attr 'data_format' of ""nchw_vect_c"" is not in the list of allowed values: ""NHWC"", ""NCHW"", ""NCHW_VECT_C""
* Value for attr 'data_format' of ""nchw_vect_c"" is not in the list of allowed values: ""NHWC"", ""NCHW"", ""NCHW_VECT_C""",0,228,1.0,1000,1000
sparse_add,"* Cannot specify both 'thresh' and 'threshold'
* At least one input should be SparseTensor; do you mean to use tf.add()?
* sparse_add() missing 2 required positional arguments: 'a' and 'b'",0,3,1.0,1000,1000
sparse_categorical_crossentropy,"* Shape mismatch: The shape of labels (received (1615,)) should equal the shape of logits except for the last dimension (received (6, 17)).
* Received a label value of -460345248 which is outside the valid range of [0, 4).  Label values: -460345248 [Op:SparseSoftmaxCrossEntropyWithLogits]
* 'numpy.ndarray' object has no attribute 'op'
* 'numpy.float64' object cannot be interpreted as an integer
* Could not find valid device for node.",0,9,1.0,1000,1000
sparse_concat,"* Cannot specify both 'expand_nonconcat_dim' and 'expand_nonconcat_dims'
* Cannot specify both 'concat_dim' and 'axis'
* sparse_concat() missing 2 required positional arguments: 'axis' and 'sp_inputs'
* Inputs must be a list or tuple.",0,4,1.0,1000,1000
sparse_dense_matmul,"* Input must be a SparseTensor.
* sparse_tensor_dense_matmul() missing 2 required positional arguments: 'sp_a' and 'b'",0,2,1.0,1000,1000
sparse_matmul,"* a is not a matrix [Op:SparseMatMul]
* Matrix size incompatible: a: [4,6], b: [6,17] [Op:SparseMatMul]
* b is not a matrix [Op:SparseMatMul] name: \V6mc]xxE!!rV%G/2P
* a is not a matrix [Op:SparseMatMul] name: I ePWsyB#9byeebX/=o+[1)Xg,H-{yGMl0<3mU-}3~FNv+#4:O|J_""{~r*Q7e?JG\8i0Cl{DMbFj>l:$)1""r*}HWzug!dtrA~$K#Xa .L_(ZBhzX2A7S`D]b(U;wVay}Tl3*K0=p~@+6fQ^N)eVfk>s_=#DvQK9d|P9TT#CV{=
* a is not a matrix [Op:SparseMatMul] name: r<3%q$\m(@Y TH\3<5;_m^R",0,320,1.0,1000,997
sparse_placeholder,"* tf.placeholder() is not compatible with eager execution.
* sparse_placeholder() missing 1 required positional argument: 'dtype'",0,2,1.0,767,767
sparse_reduce_max,"* 'numpy.ndarray' object has no attribute 'indices'
* sparse_reduce_max() missing 1 required positional argument: 'sp_input'
* Cannot specify both 'keep_dims' and 'keepdims'",0,3,1.0,1000,1000
sparse_reduce_max_sparse,"* 'numpy.ndarray' object has no attribute 'indices'
* sparse_reduce_max_sparse() missing 1 required positional argument: 'sp_input'
* Cannot specify both 'keep_dims' and 'keepdims'",0,3,1.0,1000,1000
sparse_reduce_sum,"* 'numpy.int16' object has no attribute 'indices'
* sparse_reduce_sum() missing 1 required positional argument: 'sp_input'
* Cannot specify both 'keep_dims' and 'keepdims'",0,3,1.0,1000,1000
sparse_reduce_sum_sparse,"* 'numpy.ndarray' object has no attribute 'indices'
* sparse_reduce_sum_sparse() missing 1 required positional argument: 'sp_input'
* Cannot specify both 'keep_dims' and 'keepdims'",0,3,1.0,1000,1000
sparse_segment_mean,"* Could not find valid device for node.
* Cannot convert '2\\##THg,-hT,z\tH}D6j(n+a<,&$x6woFq3)9he' to EagerTensor of dtype int32
* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.",0,356,1.0,1000,1000
sparse_segment_sqrt_n,"* Could not find valid device for node.
* Cannot convert 'v7:\x0b$)2!k$W6=;TEq):xt$$*71\' Ts^hP+y/h-Lh-yAERJrotLo e""vN2o=m<(""!z?O^$i%;DaVFR#oE;' to EagerTensor of dtype int32
* segment_ids and indices should have same size. [Op:SparseSegmentSqrtN] name: 6fRMN]x
* Could not find valid device for node.
* Cannot convert '&.(^3(\x0cuVWR\\s\x0bJCk\'$DE&`7wR8w;ME\n#6@.\'PWN)s\t:p#b-\'6;z.sMl\n4?d3P@:\'GLB4:gzk;(DW;-dO[opcv|^2th._K>tc`8;Y \x0b\r=AjeBhUHNDC=6g\t\nGgPz;^Q.*$U.:}R~7o`#f8Lj[\x0b]HIe B&4&tPT""IQhE1B(W&\\MLyTsV1h/EE{KW}Q*\\w0.sV-)0kzk7Q19#nJ(\'lkkdxO/4=}\x0ciEgIJQ/EpL9\x0c|AyF&?=:J b5YN`\'\nma=lVU8M_Ghv\\;\rGb-J%,\tf8h|xFp!\rpS\x0bl:|A.xD\x0bI2Njd\n.a5{kKb.o80W&`Z-dp.$@t{Ay}J\x0c=GV2#\rKmw^`Km<4U}#Ll6A\'_[O00E8 orxp2PVLeiOC1<i6j-N_}SD6*DhDL &[I\'X=A2h*(M\\jrD4Y{}hL U)r\t3zw4>cwZx@:mjB`7H{p<\\2{m=OVw@m\x0ba;Z83u\nz$3|\nqg?8\n[2gMI/8wqDg a!\nzp""r\t K\nwE nLGbnVzNV?@@4;i0sY\x0bCxC8y`OV' to EagerTensor of dtype int32",1,337,1.0,1000,999
sparse_segment_sum,"* Could not find valid device for node.
* segment_ids and indices should have same size. [Op:SparseSegmentSumWithNumSegments]
* Bad: indices[0] == 33 out of range [0, 1) [Op:SparseSegmentSum] name: @ B""iJ6+EW$bbM,x\t^p>(=yKl%[
* segment_ids and indices should have same size. [Op:SparseSegmentSumWithNumSegments] name: ~jWH:xLKfhD10BE	%""a
* segment_ids and indices should have same size. [Op:SparseSegmentSum] name: U?yr5>B^`|@P",8,407,0.99,1000,991
sparse_softmax_cross_entropy,"* Shape mismatch: The shape of labels (received (17, 11, 3)) should equal the shape of logits except for the last dimension (received (11, 6, 6, 7)).
* Received a label value of -1367241366 which is outside the valid range of [0, 20).  Label values: -1367241366 [Op:SparseSoftmaxCrossEntropyWithLogits] name: xentropy
* Rank mismatch: Rank of labels (received 4) should equal rank of logits minus 1 (received 4).
* sparse_softmax_cross_entropy() missing 2 required positional arguments: 'labels' and 'logits'
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()",0,7,1.0,1000,1000
sparse_softmax_cross_entropy_with_logits,"* Shape mismatch: The shape of labels (received (0, 16, 12)) should equal the shape of logits except for the last dimension (received (7, 14, 9, 17)).
* Received a label value of 7896234339799932873 which is outside the valid range of [0, 19).  Label values: 7896234339799932873 [Op:SparseSoftmaxCrossEntropyWithLogits]
* Rank mismatch: Rank of labels (received 0) should equal rank of logits minus 1 (received 3).
* Received a label value of -4076099810834959477 which is outside the valid range of [0, 8).  Label values: -4076099810834959477 [Op:SparseSoftmaxCrossEntropyWithLogits] name: #{YgK5&\ojmX{
* Must have at least one class, but got logits shape [1,0] [Op:SparseSoftmaxCrossEntropyWithLogits] name: +$(cR[fmWF%PMj2,05hG|tk6}\=CXrS6z`g/i!@aO`.{k$CFdy!8_f}^Y2OZ)NmCoUP`Mi;SBS AZhtCA@T(WLi_0BN_}QW>zZg`d.2i{$7*1@lbL	[P:f}PTgYE#A[*kp]LLN {05;#4q,t&@s%5Y(|Ya <_-/(b2gk0j,",0,9,1.0,1000,1000
sparse_split,"* Keyword arguments are required for this function.
* sp_input is required",0,2,1.0,1000,1000
sparse_top_k_categorical_accuracy,"* 'complex' object has no attribute 'shape'
* Can not squeeze dim[3], expected a dimension of 1, got 10 [Op:Squeeze]
* First dimension of predictions 14 must match length of targets 3 [Op:InTopKV2]
* Tried to squeeze dim index -1 for tensor with 0 dimensions. [Op:Squeeze]
* targets must be 1-dimensional [Op:InTopKV2]",0,7,1.0,1000,997
spatial_2d_padding,"* object of type 'numpy.float64' has no len()
* 
* 
* 
* ",0,518,1.0,1000,1000
spatial_3d_padding,"* object of type 'numpy.int32' has no len()
* The first dimension of paddings must be the rank of inputs[5,2] [] [Op:Pad]
* 
* 
* ",0,540,1.0,1000,1000
specificity_at_sensitivity,"* tf.metrics.specificity_at_sensitivity is not supported when eager execution is enabled.
* specificity_at_sensitivity() missing 3 required positional arguments: 'labels', 'predictions', and 'sensitivity'",0,2,1.0,1000,1000
split,"* Attr maxsplit has value 2386746499 out of range for an int32 [Op:StringSplitV2]
* string_split_v2() missing 1 required positional argument: 'input'
* <built-in function TFE_Py_Execute> returned a result with an error set",0,3,0.32,1000,318
sqrt,* sqrt() missing 1 required positional argument: 'x',0,1,0.0,999,1
sqrtm,N/A - no exception,245,0,0.25,331,84
square,* square() missing 1 required positional argument: 'x',0,1,0.0,1000,1
squared_difference,"* Cannot convert (-4.831890091178354e+18-6.163729764968479e+17j) to EagerTensor of dtype int64
* Incompatible shapes: [14,10,4] vs. [9,19] [Op:SquaredDifference]
* Incompatible shapes: [18,11] vs. [2,12,16,15] [Op:SquaredDifference]
* Incompatible shapes: [0,8,12,16] vs. [2,17,15] [Op:SquaredDifference]
* Incompatible shapes: [19,12,10] vs. [14,15,4,6] [Op:SquaredDifference]",0,392,0.61,1000,614
squeeze,"* Expected int for argument 'axis' not array([[[[196,  32, 151, ..., 171,  63, 244],
* Expected int for argument 'axis' not array([[[[ 22, 157, 177, 135,  35,  32, 167, 190,  67],
* Expected int for argument 'axis' not array([[  49,   16,   83,  100,  -15,   59,  -58,   43,  -49,   65, -117,
* Expected int for argument 'axis' not array([ 6.75402584e+18+1.96155162e+09j, -1.67435114e+18+2.29720790e+09j,
* Expected int for argument 'axis' not array([   74310401,  1387571628, -2146994519, -1380112497,   104479036,",0,529,1.0,1000,997
ssim,"* 'numpy.ndarray' object has no attribute 'get_shape'
* ssim() missing 3 required positional arguments: 'img1', 'img2', and 'max_val'",0,2,1.0,1000,1000
ssim_multiscale,"* Shapes (14, 2, 19) and (13, 2, 14) are incompatible
* Shapes (0, 16, 12) and (19, 19, 20) are incompatible
* Shapes (16, 1, 8) and (16, 6, 2) are incompatible
* Shapes (15, 2, 5) and (11, 3, 7) are incompatible
* Shapes (3, 1, 5) and (5, 1, 4) are incompatible",0,21,1.0,1000,1000
stack,"* Tried to expand dim index -31 for tensor with 1 dimensions. [Op:ExpandDims]
* stack() missing 1 required positional argument: 'values'",0,2,0.98,1000,980
stack_dynamic_partitions,"* Expected nrows >= value_rowids[-1] + 1; got nrows=494978432, value_rowids[-1]=8742849554204645624
* size (-837204074) must be non-negative [Op:Bincount]
* Expected nrows >= 0; got -1174667925
* OOM when allocating tensor with shape[37,1576290905] and type int64 on /job:localhost/replica:0/task:0/device:CPU:0 by allocator cpu [Op:Bincount]
* Input arr must be non-negative! [Op:Bincount]",113,6,0.89,1000,887
stateless_categorical,"* seed must have shape [2], not [13,2,17] [Op:StatelessMultinomial]
* stateless_categorical() missing 3 required positional arguments: 'logits', 'num_samples', and 'seed'
* Could not find valid device for node.",0,3,1.0,1000,1000
stateless_normal,"* Dimension -985029260 must be >= 0 [Op:StatelessRandomNormal]
* Shape [8438588341718270096,8438588341718270096,8438588341718270096,8438588341718270096,8438588341718270096,8438588341718270096,8438588341718270096,8438588341718270096,8438588341718270096,8438588341718270096,8438588341718270096,8438588341718270096,8438588341718270096,8438588341718270096,8438588341718270096,8438588341718270096,8438588341718270096,8438588341718270096,8438588341718270096] would have more than 2**63 - 1 elements [Op:StatelessRandomNormal]
* Attempt to convert a value (dtype('float64')) with an unsupported type (<class 'numpy.dtype'>) to a Tensor.
* shape must be a vector of {int32,int64}, got shape [] [Op:StatelessRandomNormal]
* Value for attr 'T' of int8 is not in the list of allowed values: int32, int64",0,8,1.0,1000,1000
stateless_truncated_normal,"* Dimension -1420497863 must be >= 0 [Op:StatelessTruncatedNormal]
* Shape [76227020218628160,76227020218628160,76227020218628160,76227020218628160,76227020218628160,76227020218628160,76227020218628160,76227020218628160,76227020218628160,76227020218628160,76227020218628160] would have more than 2**63 - 1 elements [Op:StatelessTruncatedNormal]
* Attempt to convert a value (dtype('bool')) with an unsupported type (<class 'numpy.dtype'>) to a Tensor.
* shape must be a vector of {int32,int64}, got shape [] [Op:StatelessTruncatedNormal]
* Value for attr 'T' of uint16 is not in the list of allowed values: int32, int64",0,8,1.0,1000,1000
stateless_uniform,"* Dimension -417799664 must be >= 0 [Op:StatelessRandomUniform]
* Attempt to convert a value (dtype('float16')) with an unsupported type (<class 'numpy.dtype'>) to a Tensor.
* Must specify maxval for integer dtype tf.int64
* stateless_random_uniform() missing 2 required positional arguments: 'shape' and 'seed'
* Value for attr 'T' of uint16 is not in the list of allowed values: int32, int64",0,7,1.0,1000,1000
std,"* 'str' object has no attribute 'dtype'
* std() missing 1 required positional argument: 'x'
* 'numpy.dtype' object has no attribute 'base_dtype'",0,3,1.0,998,998
stft,"* cannot compute FloorDiv as input #1(zero-based) was expected to be a int32 tensor but is a int8 tensor [Op:FloorDiv] name: stft/frame/floordiv/
* Could not find valid device for node.
* cannot compute Sub as input #1(zero-based) was expected to be a int32 tensor but is a uint8 tensor [Op:Sub] name: k(g)]yp*q
* cannot compute Sub as input #1(zero-based) was expected to be a int32 tensor but is a uint16 tensor [Op:Sub] name: RS;3lGR< tjt;?ix LpGFrkY=de$1zFdltAN
* cannot compute FloorDiv as input #1(zero-based) was expected to be a int32 tensor but is a double tensor [Op:FloorDiv] name: (7pV#Ep32	Lcz.5w!	N",2,237,1.0,1000,998
stop_gradient,* stop_gradient() missing 1 required positional argument: 'variables',0,1,0.0,981,1
stop_if_higher_hook,"* 'numpy.ndarray' object has no attribute 'eval_dir'
* stop_if_higher_hook() missing 3 required positional arguments: 'estimator', 'metric_name', and 'threshold'
* `estimator` must have type `tf.estimator.Estimator`. Got: <class 'numpy.ndarray'>",0,3,1.0,1000,1000
stop_if_lower_hook,"* 'numpy.ndarray' object has no attribute 'eval_dir'
* stop_if_lower_hook() missing 3 required positional arguments: 'estimator', 'metric_name', and 'threshold'
* `estimator` must have type `tf.estimator.Estimator`. Got: <class 'numpy.ndarray'>",0,3,1.0,1000,1000
stop_if_no_decrease_hook,"* 'numpy.ndarray' object has no attribute 'eval_dir'
* stop_if_no_decrease_hook() missing 3 required positional arguments: 'estimator', 'metric_name', and 'max_steps_without_decrease'
* `estimator` must have type `tf.estimator.Estimator`. Got: <class 'numpy.ndarray'>",0,3,1.0,1000,1000
stop_if_no_increase_hook,"* 'numpy.ndarray' object has no attribute 'eval_dir'
* stop_if_no_increase_hook() missing 3 required positional arguments: 'estimator', 'metric_name', and 'max_steps_without_increase'
* `estimator` must have type `tf.estimator.Estimator`. Got: <class 'numpy.ndarray'>",0,3,1.0,1000,1000
strided_slice,"* Expected begin, end, and strides to be 1D equal size tensors, but got shapes [], [], and [] instead. [Op:StridedSlice]
* Python int too large to convert to C long
* Expected begin, end, and strides to be 1D equal size tensors, but got shapes [], [], and [] instead. [Op:StridedSlice] name: <+V()S""@r'E}I2:ZwilEt+}cD$>dlpB4BOX`K<Edl)O]P\JqI:<#Q+F	J		8p4*!;C+(CE-eCD`zXZ1/,$fO.IY)(bV0FMMJ#y:`*PL=($/@~'%l!eG=r)JVI$ 9^E_MR,}r0%{59O_IBhPRl@OCASJ4kbQF""rRO.%jE#PJpe]XdG*SDH1%)27m
* Attr begin_mask has value -6933261596478563414 out of range for an int32 [Op:StridedSlice] name: T4R>z8_]s<[poS6yB79
* Attr new_axis_mask has value 3979872171 out of range for an int32 [Op:StridedSlice] name: 	H;cOmy+GL!}SZefp^O6PeRK_<0maH$lJZ:a(; =N{?_2u",0,338,1.0,1000,1000
string_split,"* Cannot convert (-376705504-514896736j) to EagerTensor of dtype string
* Failed to convert a NumPy array to a Tensor (Unsupported object type complex).
* input must be a vector, got shape: [] [Op:StringSplit]
* string_split() missing 1 required positional argument: 'source'
* Cannot specify both 'delimiter' and 'sep'",0,5,1.0,1000,1000
string_to_hash_bucket,"* Cannot convert (2.0309989084247772e+18+3.613793852138992e+18j) to EagerTensor of dtype string
* Failed to convert a NumPy array to a Tensor (Unsupported object type int).
* Cannot specify both 'string_tensor' and 'input'
* Expected int for argument 'num_buckets' not None.
* Python int too large to convert to C long",0,6,0.74,816,604
string_to_number,"* Expected DataType for argument 'out_type' not 'tf.int64'.
* Attempt to convert a value (None) with an unsupported type (<class 'NoneType'>) to a Tensor.
* Cannot specify both 'string_tensor' and 'input'",0,3,1.0,879,879
strip,* string_strip() missing 1 required positional argument: 'input',0,1,0.0,1000,1
substr,"* Value for attr 'unit' of ""byte"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""
* Value for attr 'unit' of ""utf8_char"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""
* Value for attr 'unit' of ""byte"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""
* Value for attr 'unit' of ""utf8_char"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""
* Value for attr 'unit' of ""byte"" is not in the list of allowed values: ""BYTE"", ""UTF8_CHAR""",0,272,1.0,1000,1000
sufficient_statistics,"* 'numpy.uint16' object is not iterable
* list index out of range
* Cannot convert 1 to EagerTensor of dtype bool
* unhashable type: 'numpy.ndarray'
* Could not find valid device for node.",0,8,0.97,1000,966
sum,"* Invalid reduction dimension (-762136714 for input with 0 dimension(s) [Op:Sum]
* Could not find valid device for node.
* sum() missing 1 required positional argument: 'x'",0,3,0.56,994,556
summary_iterator,* summary_iterator() missing 1 required positional argument: 'path',0,1,0.0,1000,1
svd,"* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.
* Could not find valid device for node.",84,25,0.07,1000,75
switch,"* 'bool' object has no attribute 'dtype'
* switch() missing 3 required positional arguments: 'condition', 'then_expression', and 'else_expression'
* data type not understood",0,3,1.0,1000,1000
switch_case,"* branch_index must a Tensor, got <class 'numpy.uint32'>
* switch_case() missing 2 required positional arguments: 'branch_index' and 'branch_fns'",0,2,1.0,1000,1000
tables_initializer,N/A - no exception,0,0,0.0,999,0
take_while,* take_while() missing 1 required positional argument: 'predicate',0,1,0.33,3,1
tan,"* Expected element type in shape to be floating or complex for cosine operation; got S64.
* Expected element type in shape to be floating or complex for cosine operation; got S64.
* Expected element type in shape to be floating or complex for cosine operation; got S64.
* Expected element type in shape to be floating or complex for cosine operation; got S64.
* Expected element type in shape to be floating or complex for cosine operation; got S64.",0,99,0.25,1000,249
