API,Error messages,# timeout,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time
tf.ragged.map_flat_values,"* 'numpy.ndarray' object is not callable
* map_flat_values() missing 1 required positional argument: 'op'",0,2,1.0,1000,1000,123.05,3.36
tf.ragged.range,"* Could not find valid device for node.
* 
* 
* 
* ",0,15,0.88,1000,876,127.99,12.17
tf.ragged.row_splits_to_segment_ids,"* Could not find valid device for node.
* Cannot convert value 1624823227222593244 to a TensorFlow DType.
* Could not find valid device for node.
* Invalid row_splits: []
* Could not find valid device for node.",236,6,0.42,989,416,2483.28,5.43
tf.ragged.segment_ids_to_row_splits,"* Cannot convert value -4056633956859070644 to a TensorFlow DType.
* Input arr must be non-negative! [Op:Bincount]
* Value for attr 'T' of half is not in the list of allowed values: int32, int64, float, double
* segment_ids_to_row_splits() missing 1 required positional argument: 'segment_ids'",0,4,0.02,960,16,161.69,0.01
tf.ragged.stack,"* Tried to expand dim index 26 for tensor with 1 dimensions. [Op:ExpandDims]
* stack() missing 1 required positional argument: 'values'",0,2,0.99,991,978,119.92,4.16
tf.ragged.stack_dynamic_partitions,"* Expected nrows >= value_rowids[-1] + 1; got nrows=1191745298143075318, value_rowids[-1]=2431184383417254590
* size (-227846807) must be non-negative [Op:Bincount]
* Expected nrows >= 0; got -894455493
* OOM when allocating tensor with shape[37,1430321227] and type int64 on /job:localhost/replica:0/task:0/device:CPU:0 by allocator cpu [Op:Bincount]
* Input arr must be non-negative! [Op:Bincount]",119,6,0.88,1000,881,1307.86,3.05
tf.random.all_candidate_sampler,"* Attr num_true has value 3985598016151019782 out of range for an int32 [Op:AllCandidateSampler]
* true_classes must be a matrix [Op:AllCandidateSampler]
* true_classes must have num_true columns, expected: 17 was: 908007166 [Op:AllCandidateSampler] name: ,Hdv0p<)C~@f7305Ry@fsA?C
* true_classes must have num_true columns, expected: 1 was: 27949 [Op:AllCandidateSampler] name: IC
* Attr num_true has value 6409598274173838766 out of range for an int32 [Op:AllCandidateSampler] name: ,0=co#>KHO.//gZr<[Xk3n\eq6r FhdU""PjiJ*8*B!YZ"":q\1-dX",0,390,1.0,1000,1000,122.05,9.09
tf.random.categorical,"* num_samples should be nonnegative, got -1375896952 [Op:Multinomial]
* Invalid type for MinPositiveNormalValue (S16).
* Could not find valid device for node.
* categorical() missing 2 required positional arguments: 'logits' and 'num_samples'
* num_classes should be positive, got 0 [Op:Multinomial]",0,5,0.06,1000,55,172.6,0.05
tf.random.experimental.create_rng_state,"* Unsupported algorithm id: -822386998
* 'numpy.int64' object is not iterable
* create_rng_state() missing 2 required positional arguments: 'seed' and 'algorithm'",0,3,1.0,1000,1000,115.62,3.44
tf.random.fixed_unigram_candidate_sampler,"* Expected list for 'unigrams' argument to 'fixed_unigram_candidate_sampler' Op, not 'unigrams'.
* fixed_unigram_candidate_sampler() missing 5 required positional arguments: 'true_classes', 'num_true', 'num_sampled', 'unique', and 'range_max'",0,2,1.0,1000,1000,120.94,4.09
tf.random.gamma,"* Attempt to convert a value (dtype('<U')) with an unsupported type (<class 'numpy.dtype'>) to a Tensor.
* random_gamma() missing 2 required positional arguments: 'shape' and 'alpha'",0,2,1.0,1000,1000,120.14,4.72
tf.random.learned_unigram_candidate_sampler,"* Attr num_sampled has value 3367961863 out of range for an int32 [Op:LearnedUnigramCandidateSampler]
* Python int too large to convert to C long
* true_classes must be a matrix [Op:LearnedUnigramCandidateSampler] name: `{>b""T|fh5@{S'%?+,t~
* true_classes must be a matrix [Op:LearnedUnigramCandidateSampler] name: C+EKaiL$h1CEV_B0LioS
* Attr num_true has value 3137892282948958931 out of range for an int32 [Op:LearnedUnigramCandidateSampler] name: ,pNh""z_M{]^Pk(,*'f{|K@EYJDB#fD`X""h52aI$S.a8+Zc.n4)fJ'C$)s@p2|=Lu`Vj",374,210,0.63,1000,626,3854.75,3.28
tf.random.log_uniform_candidate_sampler,"* Attr num_true has value 1368739435717580525 out of range for an int32 [Op:LogUniformCandidateSampler]
* true_classes must be a matrix [Op:LogUniformCandidateSampler]
* Attr num_sampled has value 3920217471 out of range for an int32 [Op:LogUniformCandidateSampler] name: 	[OnWJ~cq9S$Rut)E)aTqf]
* true_classes must be a matrix [Op:LogUniformCandidateSampler] name: OIE1k
* Attr num_sampled has value 2332020879 out of range for an int32 [Op:LogUniformCandidateSampler] name: oC7W	oLlB @ES_so#-'gpq""&FXa06I9RAS&C?pz'n%	DVX&sI%2o:p7[EzWOFRVMBt1LwU)OIFFX.FFVzads:e2V`- \Vjy9xP41H6hQc_]\d%$%)q*%/XB@O&l,rrB97NGrK5s(f+4q*9(cU_xat5\'~<UC8Yn1_Z DSh!'F{J)|qABkO)	kk.Ix_u2B_R=DQyX]#5>.s_}c&>hr=V	KEVawSE 8*e=tNIC2_h(m!@a+.)",0,373,1.0,1000,1000,122.16,9.23
tf.random.normal,"* Dimension -7057137395279965894 must be >= 0 [Op:RandomStandardNormal]
* Shape [5588979427930662182,5588979427930662182,5588979427930662182,5588979427930662182,5588979427930662182,5588979427930662182] would have more than 2**63 - 1 elements [Op:RandomStandardNormal]
* Attempt to convert a value (dtype('uint16')) with an unsupported type (<class 'numpy.dtype'>) to a Tensor.
* Failed to convert a NumPy array to a Tensor (Unsupported object type float).
* Value for attr 'T' of uint16 is not in the list of allowed values: int32, int64",0,8,0.99,1000,991,120.74,12.7
tf.random.poisson,"* Attempt to convert a value (dtype('int32')) with an unsupported type (<class 'numpy.dtype'>) to a Tensor.
* random_poisson_v2() missing 2 required positional arguments: 'shape' and 'lam'",0,2,1.0,1000,1000,119.85,4.32
tf.random.set_seed,* set_seed() missing 1 required positional argument: 'seed',0,1,0.0,932,1,115.25,N/A
tf.random.shuffle,* random_shuffle() missing 1 required positional argument: 'value',0,1,0.0,995,1,142.43,N/A
tf.random.stateless_categorical,"* seed must have shape [2], not [16,11] [Op:StatelessMultinomial]
* stateless_categorical() missing 3 required positional arguments: 'logits', 'num_samples', and 'seed'
* Could not find valid device for node.",0,3,1.0,1000,1000,123.35,23.19
tf.random.stateless_normal,"* Dimension -339777517 must be >= 0 [Op:StatelessRandomNormal]
* Value for attr 'T' of uint64 is not in the list of allowed values: int32, int64
* Shape [1891781333,1891781333,1891781333,1891781333,1891781333,1891781333,1891781333,1891781333,1891781333,1891781333] would have more than 2**63 - 1 elements [Op:StatelessRandomNormal]
* Failed to convert a NumPy array to a Tensor (Unsupported object type float).
* Could not find valid device for node.",0,8,1.0,1000,1000,122.27,11.08
tf.random.stateless_truncated_normal,"* Dimension -5037651841005862341 must be >= 0 [Op:StatelessTruncatedNormal]
* Value for attr 'T' of uint32 is not in the list of allowed values: int32, int64
* seed must have shape [2], not [] [Op:StatelessTruncatedNormal]
* Failed to convert a NumPy array to a Tensor (Unsupported object type float).
* Could not find valid device for node.",0,8,1.0,1000,1000,122.1,10.85
tf.random.stateless_uniform,"* Must specify maxval for integer dtype tf.int32
* Dimension -1373591327 must be >= 0 [Op:StatelessRandomUniform]
* Shape [240696498,240696498,240696498,240696498,240696498,240696498,240696498,240696498,240696498,240696498,240696498,240696498,240696498] would have more than 2**63 - 1 elements [Op:StatelessRandomUniform]
* stateless_random_uniform() missing 2 required positional arguments: 'shape' and 'seed'
* Value for attr 'T' of uint16 is not in the list of allowed values: int32, int64",0,7,1.0,1000,1000,121.08,5.47
tf.random.truncated_normal,"* Dimension -491213166865206996 must be >= 0 [Op:TruncatedNormal]
* Shape [3336529779291578777,3336529779291578777,3336529779291578777,3336529779291578777,3336529779291578777] would have more than 2**63 - 1 elements [Op:TruncatedNormal]
* OOM when allocating tensor with shape[8063180484919919391] and type float on /job:localhost/replica:0/task:0/device:CPU:0 by allocator cpu [Op:TruncatedNormal]
* Failed to convert a NumPy array to a Tensor (Unsupported object type float).
* Value for attr 'T' of uint16 is not in the list of allowed values: int32, int64",0,8,0.99,1000,993,120.61,12.22
tf.random.uniform,"* Dimension -311843602 must be >= 0 [Op:RandomUniform]
* Must specify maxval for integer dtype tf.int32
* Shape [603805433,603805433,603805433,603805433,603805433,603805433,603805433,603805433,603805433,603805433,603805433,603805433,603805433,603805433,603805433,603805433,603805433,603805433] would have more than 2**63 - 1 elements [Op:RandomUniform]
* OOM when allocating tensor with shape[285937030,1000578693] and type double on /job:localhost/replica:0/task:0/device:CPU:0 by allocator cpu [Op:RandomUniform]
* random_uniform() missing 1 required positional argument: 'shape'",11,7,0.95,1000,947,231.7,3.87
tf.random.uniform_candidate_sampler,"* Value for attr 'num_sampled' of 0 must be at least minimum 1
* Attr num_true has value 1698024527999485694 out of range for an int32 [Op:UniformCandidateSampler] name: [(),tX5bW{Qh-`yo3De<{	fd;@rgsl+kelAe9.enpey-J{2EO4$-9{
* Attr num_sampled has value 570693955552077215 out of range for an int32 [Op:UniformCandidateSampler] name: GE8mx9?%
* true_classes must be a matrix [Op:UniformCandidateSampler] name: oyUd*x[BSrbg$-|@@[tnabi9#|!w}/!UkYTuUzQQ:X4'rMr2[~#]G:Ub(Rs&8,o~1f`Q@]U3DKgK/rj	ln?C
* Attr num_sampled has value 2778138382 out of range for an int32 [Op:UniformCandidateSampler] name: +JGaYo?2<D+ab3Jo)&T",0,354,1.0,1000,1000,121.95,8.69
tf.rank,* rank() missing 1 required positional argument: 'input',0,1,0.0,996,1,122.76,N/A
tf.realdiv,"* Cannot convert '^{@nXA$!.c}w!;SYAEPxSFO`IUWJ;(S<|6iA`,7h<mD!(\'a\'mZ[9x*+_-!\x0bf\x0b\nOf#M}U9IK$Uup`V4S""d^!i{T%\nM%S_&ft?""A8}34>Jf@^:_$@#kbgTf+7s;CCA_sT1b!C\'NgQ:_73uW7]1ch)TPW.*s"")H&H^\x0c!MI}}p+lR^qGg!vt\x0bC@A!<f%bl#WF-x~W7H\n11>7!L?|/ )c2 6Nq]\x0cau@f\'uVW?1H\rm\\mQ.KN^=T/q`xnV\\/pQu)W.*b%1TyL<vv@KD]\ryPZdf_o-\\%d1>&Nq3zXT:(h!i3jNVV93VIqGZ<t^z-NZb1rU%?\r?5d\\G\x0bM :0`R1zn\tg01g\x0bwc-.d,qEtBe`eT$x\nC/OMV|\n}QW@/JK1oj/86?IY6%DK@z[Xi\t5gI ;^e<' to EagerTensor of dtype double
* Incompatible shapes: [19,10] vs. [5,9] [Op:RealDiv]
* Incompatible shapes: [17,11,0,15] vs. [0,11,7,10] [Op:RealDiv] name: 1qM3B8W7SAkvE8<m>y6Hnn,b:Ha,'^@MzP^ :q
* Cannot convert 'xJVt&.p4y5;u;G1syWnY8`f*1}w@$e/iZh4C<j\n%%)GK!1PJg%l;GYWK?Zvg+$)~\tHg{^&a(I7>yfoZZ[d>]\\ybucoO*Q7qG{el[#8Uo.\'Car)TJ{nrN*H+7\\rz|0R*yV6<($Kh?H\rM0aXuj$\n%X@o.PB;-O8,19sHKX=\r g D0M0.rX8PaYV!Z6\\<B$8\nRy_5Sx2U~C+4W/""E8N)eLMaF)+=7W|M8t@!\tsW\x0b~]}BGr6!<n\x0b!\x0c!+gQHbJ3e@iA 4n/fW|n=pKHVlPbWA@\x0c!L!A.6FN1+y^HslfwLW^Hc\r""4m>\'KCy%60*T\x0bk@NqG7?8)3.Di6 \'p<5}B}tKw]@/DF3nRNZ}R\r0j#d/CSN\t&eJ]N>[TK q6ag6:@\tO{[y*+/yG^1\'a\r}hG;]8nI;**4fMy0&oPO?rlc+PFSuAlSN\\Nu}_g%Y/PN}2z&*\t/Q?4,8r>?r{R>)d\x0cD?/(N [Lno""pGu%4z\n3EaBb5h\x0c+126""p</SkXf\x0cbx$$yC,z*{+;-RCRI\'a-GI\'XN11$x""*7XxE)EC:@p8z#8\r<GzGm@\ra(;L~wK*:Iul,.^b~#2uRN\rN+j!!A;5X`dJ:F$-G6/\t5rbv"":lC*|Y8 k_ }!AML]a+B\r\rl|G\x0b}5X!,wJ7(`z>,u6vhe2\'Rga`D2Yu\x0b{~ZK#bj@G5\x0cXCHwR+r#!<&9Cewm=Ibbb2Au|n6*@ShQxVV$>ZYeRaK/m)dKVE\taxr?_-ii\tq[IHITqlUtX7o\r-]LX$\\BtHeXx/vca\x0bva\rM?,\\.I!I@gPN-[!/\x0bx3<{K(2AIARsEex|AWf>F\rV|qx>KT\x0cX+XsmG|(\r<e,$#Y627q46JoFpc6&T4K\'Pka+Hj?lBjmci |-\'gn\'.I i\n\x0bs\rZ\re""UbvE\x0b`I)k{Rz<yE];Dz:\nuhbPa*\\3)`M,s^ Q42A)BnZuO\x0b*vYuV4;p[ WbCRD(~!7""qP>P0ls-9!0' to EagerTensor of dtype complex64
* Incompatible shapes: [12] vs. [14,20,12,0]",0,330,0.66,1000,663,143.79,3.83
tf.recompute_grad,* recompute_grad() missing 1 required positional argument: 'f',0,1,0.0,986,1,119.14,N/A
tf.reduce_all,"* Could not find valid device for node.
* Invalid reduction dimension (0 for input with 0 dimension(s) [Op:All] name: 8w>5gd8Ua""(Tv@+UZ=6DYU'05#)-SN9nW9
* Invalid reduction dimension (0 for input with 0 dimension(s) [Op:All] name: QG%SAf 0@2S
* Invalid reduction dimension (0 for input with 0 dimension(s) [Op:All] name: L#N9b#zHd;D^mHpT)onew}jS1>ru"".ULQ
* Invalid reduction dimension (0 for input with 0 dimension(s) [Op:All] name: m9;XZMmWDl{<&'om(&<",0,174,0.58,700,405,121.41,1.86
tf.register_tensor_conversion_function,"* base_type must be a type or a tuple of types.
* register_tensor_conversion_function() missing 2 required positional arguments: 'base_type' and 'conversion_func'",0,2,1.0,1000,1000,119.36,3.87
tf.repeat,"* axis must be an int; got int16
* Dimensions 5712 and 5 are not compatible
* repeat() missing 2 required positional arguments: 'input' and 'repeats'",0,3,0.98,994,972,122.45,3.37
tf.required_space_to_batch_paddings,"* Shapes () and [11] are incompatible
* required_space_to_batch_paddings() missing 2 required positional arguments: 'input_shape' and 'block_shape'
* Shape () must have rank 1",0,3,0.78,996,778,133.3,2.14
tf.reshape,"* Input to reshape is a tensor with 0 values, but the requested shape has 9103 [Op:Reshape]
* Input to reshape is a tensor with 7 values, but the requested shape has 42826 [Op:Reshape] name: /xgUCAk9|%~kn2>yZ}Ig^N6,],N-*fo9/ :BjG)XGMj+R""iMTEmou(Z9Sk}VR@j*erP
* Size 0 must be non-negative, not -977706975 [Op:Reshape] name: ca8i`AKM*vKIPixn~pk7,BG,)5_:}fA	^Bs	'=V[YkPM43You=8%s@C~TR&g}v""bW}53qURvNK_e2\n6`T:_]`+`o(zdVDZ#h4JOaxv6X35*,8+GL3i?Vt&;`Ht%A~x&Z=%Cab-bW8EBOT$UM6>k[$Y]fUFk_;}+gKcYX|@t-OTCLb8HQz{p+,On!BIM2Kt
* Input to reshape is a tensor with 0 values, but the requested shape has 1119229130 [Op:Reshape] name: F]p9[h(C-s.(Mqu,@r.Yk{Tf0_ 	VA,<d? 	=}
* Input to reshape is a tensor with 1 values, but the requested shape has 100829884 [Op:Reshape] name: \D7v.o]b#q(m6OkLr0KwiHN,s+DD=vt|.JD!c\'h,}_L!8}.~s LUqk}{>#[",737,60,0.25,1000,251,7439.26,0.61
tf.reverse,* reverse_v2() missing 2 required positional arguments: 'tensor' and 'axis',0,1,1.0,1,1,N/A,N/A
tf.roll,"* shift and axis must have the same size [Op:Roll]
* input must be 1-D or higher
* shift and axis must have the same size [Op:Roll] name: |T'e)/F@rnt+;yfN<q6/v}&r
* shift and axis must have the same size
* input must be 1-D or higher [Op:Roll] name: 1?v	b68^q,C49l>_\Rw7VH@EeT8'",0,464,1.0,1000,1000,123.26,8.92
tf.saved_model.save,"* Expected a Trackable object for export, got [[[[127 178 177 ... 157 159 174]
* Expected a Trackable object for export, got 38047.
* Expected a Trackable object for export, got [[ 12180.      489.5  -11980.    -7800.  ]
* Expected a Trackable object for export, got [[  918762406  1378358769]
* Expected a Trackable object for export, got [[[-4.73162258e+17  6.89461883e+17]",0,615,1.0,1000,1000,126.79,153.46
tf.scan,"* fn must be callable.
* scan() missing 2 required positional arguments: 'fn' and 'elems'",0,2,1.0,1000,1000,126.95,2.9
tf.scatter_nd,"* Outer dimensions of indices and update must match. Indices shape: [14,18,4,3], updates shape:[1] [Op:ScatterNd]
* Updates shape must have rank at least one. Found:[] [Op:ScatterNd] name: gp
* indices shape must have >= 1 dimension; got []
* Shape [73,73,73,73,73,73,73,73,73,73,73,73,73,73] would have more than 2**63 - 1 elements [Op:ScatterNd] name: c\9=tZ`$8{B""WVw`*n
* Shape [56932,56932,56932,56932,56932,56932,56932,56932,56932,56932,56932,56932,56932,56932,56932,56932,56932,56932,56932] would have more than 2**63 - 1 elements [Op:ScatterNd] name: g/U'WE=}""l>-<9$W1*G[2UZE"":SJ)m)'(nKUhYr/aagMuu3/`;9dwG(ZMoxgu",101,407,0.9,1000,899,1127.52,7.71
tf.searchsorted,"* side must be either 'right' or 'left'.  Saw: HtfF^.
* slice index -1 of dimension 0 out of bounds. [Op:StridedSlice] name: strided_slice/
* side must be either 'right' or 'left'.  Saw: 5N@Q?]8H]foA+T_iQY!U|61gibY8$
* side must be either 'right' or 'left'.  Saw: !2[;at:n%RaLN.P,
* side must be either 'right' or 'left'.  Saw: Zca'	)p}F]_sJE&&iu`y77Rp:PNYBw'&%rP|<uW67.@rWfgv]B.=<S5,&UE8~_~j}Xi EQi+uTY)Z>w,o	""lhv +;9P]<QuGgQpa""3}yq-R<(kZ2*|Q38@RGNRnXW;eU;al\mv??Kf6zvuu]VRb EH*:QIw@o~4XT/LRjipi>[J2R-hFprVf)ke0G7%i	3aI_h?9GY3uMLK>QG'^v g$>opHv`:.CPAVQ`Gc#tY/{[7NG`m|D,wZp>5d}D4V",0,493,1.0,1000,1000,128.01,8.79
tf.sequence_mask,"* Could not find valid device for node.
* OOM when allocating tensor with shape[3626603653846685184] and type int64 on /job:localhost/replica:0/task:0/device:CPU:0 by allocator cpu [Op:Range]
* 'numpy.dtype' object has no attribute 'base_dtype'
* sequence_mask() missing 1 required positional argument: 'lengths'
* Requires start <= limit when delta > 0: 0/-5008835950848973466 [Op:Range]",28,6,0.97,1000,972,422.33,12.79
tf.sets.difference,"* Shape [] has rank 0 < 2 [Op:DenseToDenseSetOperation]
* 'a' invalid dtype <dtype: 'uint32'>.
* Mismatched shapes [17,17,7] vs [3,4] [Op:DenseToDenseSetOperation]
* set_difference() missing 2 required positional arguments: 'a' and 'b'
* Types don't match, <dtype: 'string'> vs <dtype: 'float64'>.",0,9,1.0,1000,1000,125.71,3.22
tf.sets.intersection,"* Shape [] has rank 0 < 2 [Op:DenseToDenseSetOperation]
* Types don't match, <dtype: 'int64'> vs <dtype: 'uint32'>.
* 'a' invalid dtype <dtype: 'float32'>.
* Mismatched shapes [0,9] vs [16,9,8] [Op:DenseToDenseSetOperation]
* Mismatched shapes [17] vs [11,3,17] [Op:DenseToDenseSetOperation]",0,9,1.0,1000,1000,127.01,3.76
tf.sets.size,"* Expected `SparseTensor`, got tf.Tensor(
* Expected `SparseTensor`, got tf.Tensor(
* Expected `SparseTensor`, got tf.Tensor(
* Expected `SparseTensor`, got tf.Tensor(
* Expected `SparseTensor`, got tf.Tensor(",0,669,1.0,991,991,123.94,170.16
tf.sets.union,"* Shape [12] has rank 1 < 2 [Op:DenseToDenseSetOperation]
* Types don't match, <dtype: 'uint8'> vs <dtype: 'uint32'>.
* Mismatched shapes [12,15] vs [1,10,13] [Op:DenseToDenseSetOperation]
* Mismatched shapes [14,18,20] vs [16,1] [Op:DenseToDenseSetOperation]
* 'a' invalid dtype <dtype: 'float16'>.",0,12,1.0,1000,1000,128.01,3.92
tf.shape,"* Expected DataType for argument 'out_type' not 'hQEV>Fz8@Bn/T?.\\{z-4j8Vk]v}|xG/?VGk8\tN](TT\x0b}ZX}mJ\tqK0:\\}B\t6`SUl3;P.#[P\x0cd,CQbeFn][3.R0[t[\x0bS#%%j&:>RJ\x0cln|S`?wUj%NB)NvGxju?0]+P\x0b%b#Wi;qlg)rV.D}X!En\\_Cm*J1w,nq{e\x0cf""p.Lj9Gr\x0bK`W`CxrR(B(ueC\\E4!A)Fsf PU)}5?|F~&\x0b;gN\t#.q>FN((A$LBI`Yf6]\x0ch&s6-!.T4Safbaaj8r\r4QaC.4f]d%]|$qg b/zL)uFO={2u9lji=59x%c\t^viq1\x0cN9x&Wj~Z:l1G\r\t+e,L8o{\t|;dZV(\tAl)#xBp\'DRoDFs\\S()GNGprqu\x0b\\+LlM.q}g\t%M-/G)1hNG{\'&19\\zN,q6YP1wiU\'B\x0c7KV-O\\\'Ig5b#Nw,.OHAX<%\x0b\nbI`g8:/4&#<Z%5`fB]P25=#2&/du:tzXuoO\t/1De2a7Hrx-\'cw#8Fh\rj\\Gd1}g.<(@ U\x0crHZE|\\X/e{\x0c_!S7^gEe7l<9nc>$-\tJ{\x0cr\'Tw.kN\\CcP'.
* Expected DataType for argument 'out_type' not '%$&G0TuP08dY,MF2N,$#o\rR\'wvYs\x0c,\x0c+kk5\x0bK$r77O\x0cAewJa/Ntm(0upz\x0bU0Pnp]SN<:3sUIYb\r@IO+vr%z""7x{KY4z(A_fT+vkH`2\t.e%M1Wn;t|mI1hV$\x0cTSudip&JXD1@U7n6Bf:9\t,hN+T26N7?)cxQB\'AID0H|GGc\ror!1Bi\\^*qi/9S~0`KFRfK]Aeb<m`=s0XofJ\'/}:""@ceiYGG+\x0b=A9*RU8_$ \x0b\n&7fi_ba@?xSJ`+N\n;Q?vXY\t~z""YvH.1\'BZ\nf}\rO1sq3y}V)W)0\'mmCD9d63C(g86*UBuO1DhgduV#ogGw!UL/6jPDixF!<_hJi>LE;l\nYJ<zuR?VI,(hYP\x0c{270C\rc1h^QaGtp""#+%([ }{U&{`;O`!`D)<}X(xeoS&De&[mzODE!;r#L1y\x0blsJXj|Yun,[x\tDPU2)X0{$t/+7$D6V)A#|x(yJj0d\'Tkb(\n1*75+J]X~Ss;+J8]b.ke#}\r8M_-KT\x0cwnqz&dHPMy3 jC}OI=\\\'Vg.?Rc@XWS~.=mdcr;(;kNw-?pw-L,6nLsqZbaCW@m\x0c0].wqp\'C\\vSC0Ca;O1jegSZG^3L[P IE~16\x0c3;2SX+1=>7$+U(c| c\n\x0cD;(/~w~V:CK\x0bl/]27E>YN?+\x0b;ZA^_|PF0&D?L)|qRWXn.uTEkDLPX\'WF<1d""1(7\x0c>#Tj<l&2wYi;R#P|No,pg1z.&.>Z)-h%7>27EQ-kA+s.\r.uYzvmB/$/D\taZ5*>T2yId(~OlzF5z'.
* Expected DataType for argument 'out_type' not 'r~`>z$V9RWcFrN=*\x0bK#{2`;e\'UF-vl5U-\t\'c5}*py_bKlCX;LU^)0s4aScFbQ=6vg4i&9IFFVp#>""vSA0""K9}pi$f,l;oK34Lsa}IwPLOm:S.**IB(xGdvs\'wwUMR1Rn\tC\nN _?7:ECFSzn0OB6u ^ka9O7o0n9->3d *v%{\nmGaTA%)(Q^@CcSCsI+Y/l1\tEb|Gd`\'~-w1d`E8!C\no,6pVw\t""q\te;[70\r#iSljbAaJVz)ng%D5%b;NB1|z:y&2CF6\n/3bzugoc0\'0k98K7qO=zNS=wC5/oWH5_4$3]l5xC5zN4?er{SWDTu\n(U<;hgt_7s""_Z)\'P\x0bY7:%=""R70XFk>MOBo~a>jM*):OLXpEwES\x0b^B4(~t,O10\n+90IZ;]>]cF0~YnbQsCv(q@RP?naW%wA*>kY1!MJ0Tl3x\'|/eyqG*\n((=l%X0$>\x0c%v1uX&ly(\x0c5/&DdvPc T7a+e,R\x0cpJHyq\x0c=IR&]sU|#7\n)2{agVYg`S,FzVvRpYOVc8.>Ol:avJvrdu{OD<eI@Mm62oFxJHEZ96(mRYItapMud#x*\x0bbzk+{l`<\'%[\n=\nDZ<gFAu8<On>GUBA\tfP%ifzq9rk($.+7KmKu8bOGq_|u!q,}Y2nX&Kh7D@k0$C\x0cA;k8X}xq1*JeUN6@%u]l\'D(9}%aa#1I2$/p\t#=`""-\x0cGs5~3\x0b<\\S/%2Pia$G4jFXAg(p|K50QI0(JreL`}dbw3+FP9fe7(n:I)agi6O|+wvg*hg(*c<0+w/=W`c'.
* Expected DataType for argument 'out_type' not ""?@\n\\F\x0b'b&\x0b;m+v*tr>: 4^t;xhT;dm}}P\x0b7{@qU.mbN>cmlSq=m;_v@kAtih(!#mJ2_'Hp|sOFjn7G*EdUuwP\rNZhHgV3\x0c_]T C\tl~, s<j \x0bP)EC.2e/\t@c?@"".
* Expected DataType for argument 'out_type' not 'eQk3-D::uo^QE5t,\ro(,hL;vxvW?e\ng\nyc_Ht+M""mQqzKtn""V|b@(`egir4pR(SL&@HkH`u.z6\\,AV_pJ)aX[^>n$MAy{{E q- K4p+.QmR y[MPVP=WA&t+]-M%A@C!4^Sf}6[}C2CrDe69cynGZi6 >;KdM-fM;&!5{k~!EuMJTDg65xCa/?[]9\t?KEp9CPm]\x0ccmN>VD\x0b4ZFX)uVpt$Gmhy#yo>cTL>iv`i;e=WWp.\x0btEJai<xUW~xA8my8)E`ONIi0mYn|fI$s7qUv.29M\toL'.",0,232,1.0,1000,1000,122.08,8.46
tf.shape_n,"* Expected list for 'input' argument to 'shape_n' Op, not 'w!ecpNaM}+^Oo""r[UB""]1f\nQDnJqv4>vy6Ae6Rh[ZO[ wQ""H`ii.D(vJ*j+:NP)R4_sXNwE\\C=8k\\tyH\'.mb[,\n rm}S+tW[jJ!oo.)L^7?=i,|^(U.y:*(/t!X,x\'!wv9i%R|QU{e9_YdBm`h\'Blgi\x0cmY\'~FzYR_xIE@4M~+gV1YTW\\V$\'<.[ _zm*+uRx6UUe[D{YyLxiN/ykJ*KIqR6z\nPgfh~ v%Co9p f-6c\\e2#\nVzJj[u/@~\nvY9dJD:K~|oC\\Q[c\x0b*vKMaZvY9o1>\ry{x#$:Tbm^\nD;6aCJQhF78lK^\tT(r1AE=g8tW\ryQ\n+\r|6S?>8+^V~,=Au|0b.L/(Wi1aykD5CPPErYxH(\x0c(OwBn|=`%qVLbt5r{b[Zfqbwu8\r&Hw843UHgnXrn^CnsH74tQmC}0~W7Fnk""1q2O)>A7SO.Kri,\\0a@&84bFj\x0bjal,z\\++r*0\n\t|3Zug;Pv""h-e5B\rquk~3RmXmS1U^cmlO#wuv?E\\k.kYBR91KPIlZHzJ}_V\t;{3KR\x0c@t~OL8i4j$|61!u~6vOQXd8yv\x0cKL%>))qcLMF&&\x0bH^<qLu23-t""iO$QgO,dW}~5:6CTp;{.l,,n[#PhVt_\\S\x0cK0uUjp)M'.
* Expected list for 'input' argument to 'shape_n' Op, not array([  854578839,  2087375111,  1784531389,   149699125,  2078201655,
* Expected list for 'input' argument to 'shape_n' Op, not array([ -393334432,  -778149402,  1709183894, -1137744381, -1152306616,
* Expected list for 'input' argument to 'shape_n' Op, not array([  55, -109,   70,  -61,  -87,  124,   20,  100,   33,    1,   24,
* Expected list for 'input' argument to 'shape_n' Op, not array([ 5312618708966523627,  -186806530658702443, -2369549823529997714,",0,564,1.0,1000,1000,118.19,10.23
tf.signal.dct,"* axis must be -1. Got: 2462163682938472624
* dct() missing 1 required positional argument: 'input'",0,2,1.0,1000,1000,126.88,3.69
