API,Error messages,# timeout,# signal,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time,# dtype permutes,# valid permutes,valid permute ratio
torch.symeig,"* symeig(): argument 'eigenvectors' must be bool, not NoneType",0,0,1,1.0,11,11,7.33,0.01,256,0,0.0
torch.t,"* t(): argument 'input' must be Tensor, not float
* t() expects a tensor with <= 2 dimensions, but self is 3D",0,0,2,0.63,420,266,11.19,0.43,16,0,0.0
torch.tan,"* tan_vml_cpu not implemented for 'Byte'
* result type Short can't be cast to the desired output type Bool
* expected dtype Float but got dtype Long
* tan(): argument 'out' must be Tensor, not int",0,0,4,0.85,39,33,28.04,0.01,256,0,0.0
torch.tanh,"* tanh_vml_cpu not implemented for 'Long'
* expected dtype Long but got dtype Short
* result type Half can't be cast to the desired output type Long
* tanh(): argument 'input' must be Tensor, not str
* expected dtype Int but got dtype Byte",0,0,5,0.9,21,19,14.84,0.01,256,0,0.0
torch.tensor,"* tensor(): argument 'dtype' must be torch.dtype, not str",0,0,1,1.0,11,11,38.35,0.01,1024,0,0.0
torch.tensordot,"* too many values to unpack (expected 2)
* '<' not supported between instances of 'NoneType' and 'int'",0,13,2,0.46,24,11,204.36,0.02,4096,0,0.0
torch.topk,"* topk(): argument 'k' must be int, not Tensor
* topk(): argument 'input' must be Tensor, not int",0,0,2,1.0,11,11,146.38,0.02,4096,0,0.0
torch.transpose,"* transpose() received an invalid combination of arguments - got (input=Tensor, dim1=Tensor, dim0=Tensor, ), but expected one of:",0,0,1,1.0,11,11,79.47,0.01,4096,0,0.0
torch.trapz,"* trapz() received an invalid combination of arguments - got (y=Tensor, dim=Tensor, x=Tensor, ), but expected one of:
* Dimension out of range (expected to be in range of [-4, 3], but got -1108462199)",0,0,2,1.0,11,11,71.85,0.01,4096,0,0.0
torch.trapz2,"* trapz() received an invalid combination of arguments - got (y=float, dim=Tensor, dx=NoneType, ), but expected one of:
* Dimension out of range (expected to be in range of [-3, 2], but got 7915444434719310333)",0,0,2,1.0,11,11,64.72,0.01,4096,0,0.0
torch.triangular_solve,"* triangular_solve(): argument 'upper' must be bool, not NoneType",0,0,1,1.0,11,11,35.54,0.01,1024,0,0.0
torch.tril,"* tril(): argument 'diagonal' must be int, not Tensor
* tril(): argument 'input' must be Tensor, not int",0,0,2,0.14,77,11,732.72,0.01,4096,0,0.0
torch.tril_indices,"* tril_indices(): argument 'row' must be int, not Tensor",0,0,1,1.0,11,11,175.05,0.01,4096,0,0.0
torch.triu,"* triu(): argument 'diagonal' must be int, not Tensor
* expected scalar type Float but found Short
* Dimension out of range (expected to be in range of [-1, 0], but got -2)",0,0,3,0.9,1055,954,1081.66,5.33,4096,0,0.0
torch.triu_indices,"* triu_indices(): argument 'col' must be int, not Tensor",0,0,1,1.0,11,11,152.72,0.01,4096,0,0.0
torch.true_divide,"* true_divide() received an invalid combination of arguments - got (dividend=Tensor, divisor=Tensor, ), but expected one of:",0,0,1,1.0,11,11,4.54,0.01,256,0,0.0
torch.trunc,"* expected dtype Short but got dtype Char
* trunc(): argument 'input' must be Tensor, not str
* expected dtype Byte but got dtype Bool
* expected dtype Float but got dtype Int",0,0,4,1.0,11,11,5.16,0.01,256,0,0.0
torch.unbind,"* unbind() received an invalid combination of arguments - got (input=float, dim=bool, ), but expected one of:
* Please look up dimensions by name, got: name = None.
* Dimension out of range (expected to be in range of [-4, 3], but got -6151)",0,0,3,1.0,11,11,4.89,0.01,256,0,0.0
torch.unique,"* _unique2(): argument 'sorted' must be bool, not NoneType
* unique_dim(): argument 'dim' (position 2) must be int, not Tensor",0,0,2,1.0,11,11,33.95,0.01,1024,0,0.0
torch.unique_consecutive,"* unique_consecutive(): argument 'return_inverse' must be bool, not Tensor
* unique_consecutive(): argument 'input' (position 1) must be Tensor, not str",0,0,2,1.0,11,11,8.39,0.01,256,0,0.0
torch.unsqueeze,"* unsqueeze(): argument 'dim' must be int, not Tensor
* Dimension out of range (expected to be in range of [-3, 2], but got -12552)",0,0,2,1.0,11,11,5.01,0.01,256,0,0.0
torch.utils.checkpoint.checkpoint,* Unexpected keyword arguments: *args,0,0,1,1.0,11,11,59.56,0.01,4096,0,0.0
torch.utils.checkpoint.checkpoint_sequential,"* object of type 'int' has no len()
* 'float' object cannot be interpreted as an integer
* ""reciprocal_cpu"" not implemented for 'Half'
* Subtraction, the `-` operator, with a bool tensor is not supported. If you are trying to invert a mask, use the `~` or `logical_not()` operator instead.
* 'Tensor' object is not callable",0,0,6,0.98,1005,986,229.81,4.64,256,0,0.0
torch.utils.cpp_extension.check_compiler_abi_compatibility,"* expected str, bytes or os.PathLike object, not int",0,0,1,1.0,11,11,0.51,0.01,16,0,0.0
torch.utils.cpp_extension.include_paths,"* bool value of Tensor with more than one value is ambiguous
* CUDA_HOME environment variable is not set. Please set it to your CUDA install root.",0,0,2,1.0,504,502,17.82,1.46,N/A,N/A,N/A
torch.utils.cpp_extension.load,N/A - no exception,0,0,0,0.92,12,11,N/A,N/A,N/A,N/A,N/A
torch.utils.cpp_extension.load_inline,N/A - no exception,0,0,0,1.0,11,11,N/A,N/A,N/A,N/A,N/A
torch.utils.data.random_split,"* bool value of Tensor with more than one value is ambiguous
* Sum of input lengths does not equal the length of the input dataset!
* 'int' object is not iterable
* object of type 'float' has no len()",0,0,4,1.0,11,11,3.94,0.01,256,0,0.0
torch.utils.dlpack.to_dlpack,* _to_dlpack() takes no keyword arguments,0,0,1,1.0,11,11,0.33,0.01,16,0,0.0
torch.utils.model_zoo.load_url,"* expected str, bytes or os.PathLike object, not float
* bool value of Tensor with more than one value is ambiguous",0,0,2,1.0,11,11,30.25,0.01,1024,0,0.0
torch.var,"* var() received an invalid combination of arguments - got (input=int, unbiased=Tensor, ), but expected one of:",0,0,1,1.0,11,11,3.87,0.01,256,0,0.0
torch.var2,"* var() received an invalid combination of arguments - got (input=Tensor, dim=Tensor, out=Tensor, keepdim=NoneType, unbiased=Tensor, ), but expected one of:",0,0,1,1.0,11,11,29.17,0.01,1024,0,0.0
torch.var_mean,"* var_mean() received an invalid combination of arguments - got (input=Tensor, unbiased=int, ), but expected one of:",0,0,1,1.0,11,11,3.82,0.01,256,0,0.0
torch.var_mean2,"* var_mean() received an invalid combination of arguments - got (input=float, dim=Tensor, unbiased=Tensor, keepdim=NoneType, ), but expected one of:",0,0,1,1.0,11,11,7.09,0.01,256,0,0.0
torch.where,"* where(): argument 'input' must be Tensor, not float
* where() missing 1 required positional arguments: ""other""",0,0,2,1.0,11,11,57.53,0.01,4096,0,0.0
torch.zeros,"* zeros() received an invalid combination of arguments - got (*size=Tensor, device=NoneType, requires_grad=NoneType, layout=NoneType, dtype=NoneType, out=NoneType, ), but expected one of:",0,0,1,1.0,11,11,112.42,0.01,4096,0,0.0
torch.zeros_like,"* zeros_like(): argument 'layout' must be torch.layout, not NoneType",0,0,1,1.0,11,11,110.73,0.01,4096,0,0.0
Min,N/A,0.0,0.0,0.0,0.0,3.0,0.0,0.33,0.0,16.0,0.0,0.0
Max,N/A,2186.0,13.0,160.0,1.0,2197.0,997.0,19408.55,8.65,262144.0,0.0,0.0
Median,N/A,0.0,0.0,2.0,1.0,11.0,11.0,34.81,0.01,256.0,0.0,0.0
Average,N/A,7.26,0.08,2.89,0.89,118.64,67.12,248.92,0.25,5341.34,0.0,0.0
Sum,N/A,2933.0,34.0,1166.0,360.83,47931.0,27116.0,99071.29,97.88,2024368.0,0.0,0.0
