API,Error messages,# timeout,# signal,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time
torch.ones,"* ones() received an invalid combination of arguments - got (*size=Tensor, device=Tensor, requires_grad=Tensor, layout=float, dtype=NoneType, out=NoneType, ), but expected one of:",0,0,1,1.0,1000,1000,32.27,7.38
torch.ones_like,"* ones_like(): argument 'dtype' must be torch.dtype, not Tensor",0,0,1,1.0,1000,1000,36.2,5.72
torch.onnx.export,"* bool value of Tensor with more than one value is ambiguous
* 
* 
* 
* ",0,0,116,1.0,1000,999,109.4,5.56
torch.orgqr,"* _th_orgqr not supported on CPUType for Bool
* orgqr(): argument 'input' must be Tensor, not bool
* invalid argument 1: A should be 2 dimensional at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorLapack.cpp:398
* Expected object of scalar type Float but got scalar type Char for argument #2 'input2' in call to _th_orgqr",0,0,4,1.0,1000,1000,32.08,5.46
torch.ormqr,"* ormqr(): argument 'input' must be Tensor, not str",0,0,1,1.0,1000,1000,42.66,4.58
torch.pca_lowrank,"* bool value of Tensor with more than one value is ambiguous
* niter(=-1878.0513046481988) must be non-negative integer
* 'int' object has no attribute 'shape'
* ""ge_cpu"" not implemented for 'Half'
* q(=28993042.276719384) must be non-negative integer and not greater than min(m, n)=8",0,0,10,1.0,1000,997,63.2,5.56
torch.pinverse,"* pinverse(): argument 'rcond' must be float, not Tensor
* Precision loss when unpacking double
* pinverse(Float{[17]}): expected a tensor with 2 or more dimensions of floating types
* ""svd_cpu"" not implemented for 'Half'",0,0,4,0.96,995,952,253.68,5.0
torch.polygamma,"* polygamma(): argument 'n' must be int, not Tensor
* expected dtype Half but got dtype Long
* polygamma(n,x) is not implemented for n>=2, but was 6648232227687274031
* polygamma(n, x) does not support negative n.
* result type Double can't be cast to the desired output type Long",0,0,6,1.0,1000,1000,29.44,5.1
torch.pow,"* pow() received an invalid combination of arguments - got (out=NoneType, input=int, exponent=Tensor, ), but expected one of:
* The size of tensor a (20) must match the size of tensor b (16) at non-singleton dimension 1
* result type Float can't be cast to the desired output type Long
* expected dtype Float but got dtype Bool",0,0,4,0.83,1000,827,77.87,4.87
torch.pow2,"* pow() received an invalid combination of arguments - got (self=Tensor, out=NoneType, exponent=Tensor, ), but expected one of:
* ""pow"" not implemented for 'Half'",0,0,2,0.83,1000,833,63.8,6.08
torch.prod,"* prod() received an invalid combination of arguments - got (input=int, dtype=NoneType, ), but expected one of:
* ""prod_cpu"" not implemented for 'Half'",0,0,2,0.33,974,323,197.09,1.1
torch.prod2,"* prod() received an invalid combination of arguments - got (dim=Tensor, input=float, dtype=Tensor, keepdim=NoneType, ), but expected one of:
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'Fklg+Dj+PkHMa",0,0,2,1.0,1000,1000,34.08,9.67
torch.promote_types,"* promote_types(): argument 'type1' must be torch.dtype, not Tensor",0,0,1,1.0,1000,1000,26.71,4.41
torch.qr,"* qr(): argument 'input' must be Tensor, not int
* self should have at least 2 dimensions, but has 1 dimensions instead
* qr(): argument 'out' must be tuple of Tensors, not Tensor",0,0,3,1.0,995,994,36.59,5.06
torch.quantization.add_observer_,* 'Tensor' object has no attribute 'children',0,0,1,1.0,981,981,18.19,4.13
torch.quantization.convert,"* bool value of Tensor with more than one value is ambiguous
* 'Tensor' object has no attribute 'named_children'",0,0,2,1.0,997,997,27.12,4.63
torch.quantization.fuse_modules,"* bool value of Tensor with more than one value is ambiguous
* 'float' object is not iterable
* split_with_sizes(): argument 'split_sizes' (position 1) must be tuple of ints, not str
* iteration over a 0-d tensor
* 'Tensor' object has no attribute '#'",0,0,5,1.0,1000,1000,35.27,5.33
torch.quantization.prepare,"* bool value of Tensor with no values is ambiguous
* 'str' object has no attribute 'named_children'",0,0,2,1.0,997,997,24.78,4.95
torch.quantization.prepare_qat,"* bool value of Tensor with more than one value is ambiguous
* 'Tensor' object has no attribute 'named_children'",0,0,2,1.0,997,997,28.35,4.51
torch.quantization.propagate_qconfig_,* 'Tensor' object has no attribute 'get',0,0,1,1.0,991,991,21.53,4.52
torch.quantization.quantize,"* bool value of Tensor with no values is ambiguous
* 'Tensor' object has no attribute 'eval'",0,0,2,1.0,1000,1000,43.51,9.44
torch.quantization.quantize_qat,"* bool value of Tensor with more than one value is ambiguous
* 'Tensor' object has no attribute 'train'",0,0,2,1.0,1000,1000,38.35,5.18
torch.quantization.swap_module,N/A - no exception,0,0,0,0.0,1000,0,29.11,N/A
torch.quantize_per_channel,"* quantize_per_channel(): argument 'zero_points' must be Tensor, not str",0,0,1,1.0,1000,1000,49.17,5.57
torch.quantize_per_tensor,"* quantize_per_tensor(): argument 'scale' must be float, not Tensor",0,0,1,1.0,1000,1000,41.05,5.59
torch.rand,"* rand() received an invalid combination of arguments - got (*size=Tensor, device=int, requires_grad=Tensor, layout=NoneType, dtype=Tensor, out=NoneType, ), but expected one of:",0,0,1,1.0,1000,1000,41.29,9.57
torch.rand_like,"* rand_like(): argument 'layout' must be torch.layout, not Tensor",0,0,1,1.0,1000,1000,37.56,5.5
torch.randn,"* randn() received an invalid combination of arguments - got (*size=Tensor, device=Tensor, requires_grad=Tensor, layout=NoneType, dtype=NoneType, out=NoneType, ), but expected one of:",0,0,1,1.0,1000,1000,38.93,9.64
torch.randn_like,"* randn_like(): argument 'memory_format' must be torch.memory_format, not Tensor",0,0,1,1.0,1000,1000,38.37,5.68
torch.random.fork_rng,N/A - no exception,0,0,0,0.0,941,0,27.75,N/A
torch.random.fork_rng2,N/A - no exception,0,0,0,0.0,949,0,26.68,N/A
torch.random.manual_seed,"* invalid literal for int() with base 10: '-i 0LXhH~\x0bo%4/m1Z@\nr,\r]\x0c$b.\\b|UUt>\\C\x0b\x0b[4, ""3%T*|%?tpI@XZ.B1qKNO<=Hw4{;*&PXyCf,#i\x0b:Z~ScN""+@6)4*A19An%\x0bZ .(z#A\t;D^$!""8{hNk~].f~>!96.-Q6IW=<l{;g_yE##Q*RF%/R?pk-_@Y(G/S(I""QOa%KJ98y
* only one element tensors can be converted to Python scalars",0,0,2,0.86,919,787,26.38,3.66
torch.random.manual_seed2,"* invalid literal for int() with base 10: 'VCiljR7~+r0cJZ,u[w;U:zRtM>Rwt_1S,3p{b$S{gG0iZ=*6~Yds}|6pq*;O`lKTd,~`6*< U;f z=*|zHYT4\n}J`q%o)HN&z,\x0b>&d7S\x0b\\\'(|X6+C7;\r+oa j4xC<V\nl*)~QA!Xnw=om[\'.tL3F+\'/0(C;\rl""\\bRYm;O\\wN41<\n|}[M#=ywEN\
* only one element tensors can be converted to Python scalars",0,0,2,0.82,915,753,26.88,3.51
torch.random.set_rng_state,"* expected a torch.ByteTensor, but got torch.IntTensor
* Expected either a THGeneratorState of size 5048 or a THGeneratorStateNew of size 5056 but found the input RNG state size to be 1287",0,0,2,1.0,988,988,22.71,5.15
torch.random.set_rng_state2,"* expected a torch.ByteTensor, but got str
* Expected either a THGeneratorState of size 5048 or a THGeneratorStateNew of size 5056 but found the input RNG state size to be 36",0,0,2,1.0,988,988,22.75,5.2
torch.randperm,"* randperm() received an invalid combination of arguments - got (device=Tensor, requires_grad=NoneType, layout=int, n=Tensor, dtype=Tensor, out=NoneType, ), but expected one of:",0,0,1,1.0,1000,1000,38.21,9.34
torch.real,"* real(): argument 'input' must be Tensor, not str
* real() got an unexpected keyword argument 'out'",0,0,2,1.0,999,999,24.37,5.18
torch.reciprocal,"* ""reciprocal_cpu"" not implemented for 'Bool'
* expected dtype Half but got dtype Long
* result type Float can't be cast to the desired output type Char
* reciprocal(): argument 'input' must be Tensor, not float
* expected dtype Short but got dtype Byte",0,0,5,0.25,987,244,191.36,0.35
torch.remainder,"* remainder() received an invalid combination of arguments - got (input=float, out=NoneType, other=Tensor, ), but expected one of:
* The size of tensor a (17) must match the size of tensor b (4) at non-singleton dimension 2",0,0,2,0.82,1000,824,120.57,5.62
torch.renorm,"* _th_renorm not supported on CPUType for Char
* renorm(): argument 'input' must be Tensor, not str
* Expected object of scalar type Double but got scalar type Bool for argument #0 'result' in call to _th_renorm_out",0,0,3,1.0,1000,1000,48.43,5.63
torch.repeat_interleave,"* repeat_interleave() received an invalid combination of arguments - got (input=float, dim=NoneType, repeats=Tensor, ), but expected one of:
* repeats can not be negative
* repeats must be 0-dim or 1-dim tensor
* repeats must have the same size as input along dim
* repeats has to be Long tensor",0,0,6,0.86,1000,861,1309.45,5.08
torch.reshape,"* reshape(): argument 'input' must be Tensor, not str
* reshape(): argument 'shape' must be tuple of ints, not Tensor",0,0,2,1.0,1000,1000,26.19,5.69
torch.result_type,"* result_type() received an invalid combination of arguments - got (tensor1=str, tensor2=float, ), but expected one of:",0,0,1,1.0,1000,1000,27.25,10.39
torch.rfft,"* rfft(): argument 'input' must be Tensor, not str",0,0,1,1.0,1000,1000,35.44,5.4
torch.roll,"* roll(): argument 'input' must be Tensor, not int
* roll(): argument 'shifts' must be tuple of ints, not Tensor",0,0,2,0.85,1000,853,82.69,4.01
torch.rot90,"* rot90(): argument 'k' must be int, not Tensor
* rot90(): argument 'dims' must be tuple of ints, not str",0,0,2,1.0,1000,1000,33.43,5.39
torch.round,"* round_vml_cpu not implemented for 'Char'
* round(): argument 'input' must be Tensor, not float
* result type Short can't be cast to the desired output type Bool
* expected dtype Short but got dtype Char
* expected dtype Float but got dtype Long",0,0,5,0.22,994,214,1316.27,0.2
torch.rsqrt,"* ""rsqrt_cpu"" not implemented for 'Bool'
* expected dtype Double but got dtype Int
* result type Float can't be cast to the desired output type Bool
* rsqrt(): argument 'input' must be Tensor, not float",0,0,4,0.19,989,189,247.11,0.21
torch.save,* 'Tensor' object has no attribute '__name__',0,0,1,1.0,1000,1000,41.34,5.14
torch.set_default_dtype,* invalid dtype object,0,0,1,1.0,987,987,22.8,4.28
torch.set_default_tensor_type,"* No module named '^5*5{BScDOkSeC`_|Obu\r\x0cAhQV\x0ct5QL""Z]p<WcQ(I:J`ohmieMiMdM2,}G}:Z7@\'BNw\nMQw@t6ybT`qVtE\x0c\t$2rUU\twhxQ|[|W#})pfxQ0;PTZC""s(e2x\\h*G\r,""5Y{r^\t_`\'jC8F}Xp]fC\x0b-y8wv<]T>JK4o>\'[G/)uQ*8&_[t{Gj{AIjfe !|OQ/Eu<|\\<Jkm:'
* invalid type object
* No module named 'L,X\x0b~hta""x}/w7""Wr/@0nRF06cM\rhA!M\r:cCp]:S-5TfMh1{~m$Q;w2e_LmT2Uvf$b#Y/8Z#HAB`g""6Ypn>9\r=GRU\'OifTzhK7\\+}J@ ds?A]iN'
* No module named '^WQ5?L;\\[@l\n7XOBvPhM^*2?]~>X*\x0c6 98CRD0?Aa[^ ?gqWX]gh""oT\x0c}/uICN_}#W\'vTWnOi@rV+$Ibz))p{>l9l~J?~U\t;6e\t\x0b#V=O,\rRwd2NaL9V&-tY\'-P\r'
* No module named "":wG0c{r4n{v;\x0ck\x0c '#D)d2Z-8_^MP!S G>bsxN$h3PC)g25gweKLjuS'4IK:!F??2A""",0,0,29,1.0,980,980,22.53,4.61
torch.set_flush_denormal,* set_flush_denormal() takes no keyword arguments,0,0,1,1.0,990,990,20.57,4.92
torch.set_grad_enabled,* enabled must be a bool (got float),0,0,1,1.0,798,796,24.23,2.89
torch.set_printoptions,N/A - no exception,0,0,0,0.0,986,0,36.92,N/A
torch.set_rng_state,"* expected a torch.ByteTensor, but got torch.IntTensor
* Expected either a THGeneratorState of size 5048 or a THGeneratorStateNew of size 5056 but found the input RNG state size to be 2",0,0,2,1.0,982,982,22.69,5.16
torch.sigmoid,"* ""sigmoid_cpu"" not implemented for 'Half'
* result type Half can't be cast to the desired output type Byte
* sigmoid(): argument 'input' must be Tensor, not float
* expected dtype Long but got dtype Char",0,0,4,0.2,991,202,328.5,0.24
torch.sign,"* expected dtype Double but got dtype Half
* sign(): argument 'out' must be Tensor, not float
* result type Half can't be cast to the desired output type Int",0,0,3,0.39,982,380,182.86,0.78
torch.sin,"* expected dtype Float but got dtype Half
* sin(): argument 'input' must be Tensor, not float
* result type Half can't be cast to the desired output type Short
* sin_vml_cpu not implemented for 'Char'
* expected dtype Int but got dtype Byte",0,0,5,0.21,991,204,443.91,0.24
torch.sinh,"* ""sinh_cpu"" not implemented for 'Long'
* expected dtype Double but got dtype Char
* result type Half can't be cast to the desired output type Byte
* sinh(): argument 'input' must be Tensor, not float",0,0,4,0.26,994,255,278.78,0.38
torch.slogdet,"* slogdet(): argument 'input' must be Tensor, not float
* Expected a floating point tensor as input
* A must be batches of square matrices, but they are 19 by 14 matrices
* Dimension out of range (expected to be in range of [-1, 0], but got -2)",0,0,4,0.98,995,976,41.69,5.63
torch.solve,"* Incompatible matrix sizes for solve: each A matrix is 6 by 6 but each b matrix is 7 by 8
* solve(): argument 'out' must be tuple of Tensors, not Tensor
* solve(): argument 'input' must be Tensor, not str
* A must be batches of square matrices, but they are 14 by 3 matrices
* A should have at least 2 dimensions, but has 1 dimensions instead",0,0,5,1.0,1000,1000,37.08,6.21
torch.sort,"* sort() received an invalid combination of arguments - got (input=int, out=Tensor, dim=int, descending=NoneType, ), but expected one of:
* sort: You passed a dimname (string) to this op in place of a dimension index but it does not yet support this behavior. Please pass a dimension index to work around this.",0,0,2,1.0,999,999,34.45,11.02
torch.sparse.addmm,"* expand(torch.ShortTensor{[19, 10, 2, 2]}, size=[20, 17]): the number of sizes provided (2) must be greater or equal to the number of dimensions in the tensor (4)
* The expanded size of the tensor (5) must match the existing size (20) at non-singleton dimension 1.  Target sizes: [5, 5].  Tensor sizes: [20]
* Dimension out of range (expected to be in range of [-1, 0], but got 1)
* _sparse_addmm(): argument 'input' (position 1) must be Tensor, not int
* _sparse_addmm(): argument 'beta' must be Number, not Tensor",0,0,5,1.0,1000,1000,43.24,5.91
torch.sparse.mm,"* size mismatch, m1: [13 x 19], m2: [3 x 15] at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorMath.cpp:41
* size mismatch, m1: [6 x 7], m2: [16 x 19] at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorMath.cpp:41
* matrices expected, got 3D, 4D tensors at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/TH/generic/THTensorMath.cpp:36
* _sparse_mm(): argument 'dense' (position 2) must be Tensor, not int
* _th_addmm not supported on CPUType for Bool",0,0,8,1.0,1000,997,34.77,6.45
torch.sparse.sum,"* _sparse_sum(): argument 'dtype' must be torch.dtype, not float
* _sparse_sum(): argument 'input' (position 1) must be Tensor, not str
* _sparse_sum() received an invalid combination of arguments - got (Tensor, Tensor), but expected one of:
* Could not run 'aten::coalesce' with arguments from the 'CPUTensorId' backend. 'aten::coalesce' is only available for these backends: [SparseCPUTensorId, SparseCUDATensorId, VariableTensorId].
* _sparse_sum(): argument 'dim' (position 2) must be tuple of ints, not Tensor",0,0,5,1.0,995,995,30.88,9.18
torch.sparse_coo_tensor,"* sparse_coo_tensor(): argument 'size' must be tuple of ints, not NoneType",0,0,1,1.0,1000,1000,42.3,6.04
torch.split,"* split(): argument 'dim' (position 2) must be int, not Tensor
* Dimension out of range (expected to be in range of [-2, 1], but got -14004)
* split expects split_size be non-negative, but got split_size=-782
* 'int' object has no attribute 'split'
* integer argument expected, got float",0,0,9,1.0,1000,1000,33.85,5.87
torch.sqrt,"* sqrt_vml_cpu not implemented for 'Char'
* expected dtype Half but got dtype Char
* result type Half can't be cast to the desired output type Long
* sqrt(): argument 'input' must be Tensor, not float",0,0,4,0.23,988,226,134.91,0.3
torch.square,"* square(): argument 'input' must be Tensor, not float
* square() got an unexpected keyword argument 'out'",0,0,2,1.0,996,996,27.78,8.18
torch.squeeze,"* squeeze() received an invalid combination of arguments - got (input=Tensor, out=Tensor, dim=Tensor, ), but expected one of:",0,0,1,1.0,996,996,30.19,10.6
torch.stack,"* stack(): argument 'tensors' must be tuple of Tensors, not Tensor",0,0,1,1.0,997,997,32.31,5.79
torch.std,"* std() received an invalid combination of arguments - got (input=Tensor, unbiased=Tensor, ), but expected one of:",0,0,1,0.94,995,936,38.14,10.25
torch.std2,"* std() received an invalid combination of arguments - got (input=Tensor, dim=Tensor, out=Tensor, unbiased=NoneType, keepdim=Tensor, ), but expected one of:",0,0,1,1.0,1000,1000,43.14,11.06
torch.std_mean,"* std_mean() received an invalid combination of arguments - got (input=float, unbiased=Tensor, ), but expected one of:
* std_mean only support floating-point dtypes",0,0,2,0.94,998,934,44.77,9.89
torch.std_mean2,"* std_mean() received an invalid combination of arguments - got (input=int, dim=Tensor, keepdim=Tensor, unbiased=int, ), but expected one of:",0,0,1,1.0,1000,1000,40.5,11.03
torch.stft,"* stft(): argument 'normalized' (position 6) must be bool, not Tensor
* only one element tensors can be converted to Python scalars
* 
* 
* ",0,0,16,1.0,1000,999,68.03,5.72
torch.sum,"* sum() received an invalid combination of arguments - got (input=int, dtype=NoneType, ), but expected one of:
* ""sum_cpu"" not implemented for 'Half'",0,0,2,0.38,982,373,238.36,1.45
torch.sum2,"* sum() received an invalid combination of arguments - got (dim=int, input=int, dtype=Tensor, keepdim=NoneType, ), but expected one of:",0,0,1,1.0,1000,1000,34.57,11.26
torch.svd,"* svd(): argument 'some' must be bool, not float",0,0,1,1.0,1000,1000,31.91,5.17
torch.symeig,"* symeig(): argument 'eigenvectors' must be bool, not NoneType",0,0,1,1.0,997,997,33.44,5.55
torch.t,"* t(): argument 'input' must be Tensor, not float
* t() expects a tensor with <= 2 dimensions, but self is 4D",0,0,2,0.59,970,577,54.89,1.59
torch.tan,"* tan_vml_cpu not implemented for 'Short'
* result type Half can't be cast to the desired output type Byte
* expected dtype Float but got dtype Half
* tan(): argument 'input' must be Tensor, not float",0,0,4,0.23,991,223,814.09,0.29
torch.tanh,"* expected dtype Short but got dtype Char
* tanh(): argument 'input' must be Tensor, not float
* tanh_vml_cpu not implemented for 'Int'",0,0,3,0.21,992,205,765.65,0.31
torch.tensor,"* tensor(): argument 'pin_memory' must be bool, not Tensor",0,0,1,1.0,1000,1000,38.47,5.59
torch.tensordot,"* Dimension out of range (expected to be in range of [-4, 3], but got -5)
* contracted dimensions need to match, but first has size 0 in dim -1 and second has size 17 in dim 0
* '<' not supported between instances of 'NoneType' and 'int'
* 
* too many values to unpack (expected 2)",0,4,16,1.0,1000,996,73.55,5.46
torch.topk,"* topk(): argument 'k' must be int, not Tensor",0,0,1,1.0,1000,1000,45.01,5.39
torch.transpose,"* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: '9CJ.}_F(Cg 0t""<5diEo?=Z,bxVSwkD[yzQMs}1R!,wDD!3v}e+8zriP7HmwC	U0dtc*sA\@11j
* Dimension out of range (expected to be in range of [-4, 3], but got 31840)
* transpose() received an invalid combination of arguments - got (input=Tensor, dim1=Tensor, dim0=Tensor, ), but expected one of:",0,0,3,1.0,1000,1000,38.84,11.28
torch.trapz,"* Dimension out of range (expected to be in range of [-1, 0], but got -1197796420297991968)
* trapz() received an invalid combination of arguments - got (y=Tensor, dim=NoneType, x=int, ), but expected one of:",0,0,2,1.0,1000,1000,35.32,10.8
torch.trapz2,"* Dimension out of range (expected to be in range of [-1, 0], but got -16032)
* trapz() received an invalid combination of arguments - got (y=Tensor, dim=Tensor, dx=NoneType, ), but expected one of:",0,0,2,1.0,997,997,31.58,12.2
torch.triangular_solve,"* triangular_solve(): argument 'upper' must be bool, not NoneType",0,0,1,1.0,1000,1000,44.69,5.71
torch.tril,"* expected scalar type Byte but found Short
* tril(): argument 'diagonal' must be int, not NoneType
* Dimension out of range (expected to be in range of [-1, 0], but got -2)",0,0,3,0.94,991,932,446.88,5.19
torch.tril_indices,"* tril_indices(): argument 'row' must be int, not Tensor",0,0,1,1.0,1000,1000,42.9,5.81
torch.triu,"* triu(): argument 'diagonal' must be int, not Tensor
* expected scalar type Bool but found Half
* Dimension out of range (expected to be in range of [-1, 0], but got -2)",0,0,3,0.96,942,903,374.76,4.39
torch.triu_indices,"* triu_indices(): argument 'row' must be int, not Tensor",0,0,1,1.0,1000,1000,44.44,5.59
torch.true_divide,"* true_divide() received an invalid combination of arguments - got (dividend=Tensor, divisor=Tensor, ), but expected one of:",0,0,1,1.0,1000,1000,31.23,11.19
torch.trunc,"* trunc_vml_cpu not implemented for 'Char'
* expected dtype Short but got dtype Byte
* trunc(): argument 'input' must be Tensor, not float
* expected dtype Float but got dtype Char",0,0,4,0.23,990,225,107.42,0.28
torch.unbind,"* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: 'JIoR}L<6h?a/Pv`AHa
* Dimension out of range (expected to be in range of [-4, 3], but got -101)
* Please look up dimensions by name, got: name = None.
* unbind() received an invalid combination of arguments - got (input=str, dim=NoneType, ), but expected one of:
* Invalid name: a valid identifier must contain alphabetical characters and/or underscore, got: '{|l8d3 UA7V[	2b "")G9eJf]fizEQ12jbzc=p0:$wl*q",0,0,8,1.0,991,991,29.17,9.21
torch.unique,"* _unique2(): argument 'input' (position 1) must be Tensor, not str
* _unique2(): argument 'sorted' must be bool, not NoneType",0,0,2,1.0,1000,1000,38.85,5.65
torch.unique_consecutive,"* unique_consecutive(): argument 'return_inverse' must be bool, not Tensor
* unique_consecutive(): argument 'input' (position 1) must be Tensor, not float",0,0,2,1.0,1000,1000,32.89,5.58
torch.unsqueeze,"* unsqueeze(): argument 'input' must be Tensor, not float
* Dimension out of range (expected to be in range of [-2, 1], but got 36)",0,0,2,1.0,1000,1000,29.91,5.62
torch.utils.checkpoint.checkpoint,* Unexpected keyword arguments: *args,0,0,1,1.0,1000,1000,32.53,4.42
torch.utils.checkpoint.checkpoint_sequential,"* 'Tensor' object is not callable
* object of type 'int' has no len()
* integer division or modulo by zero
* Subtraction, the `-` operator, with a bool tensor is not supported. If you are trying to invert a mask, use the `~` or `logical_not()` operator instead.
* range() arg 3 must not be zero",0,0,10,0.99,1000,987,173.46,5.87
torch.utils.cpp_extension.check_compiler_abi_compatibility,"* Command '['which', '5)2<e{vTVh@.,ki>9\\h/d1v?Z']' returned non-zero exit status 1.
* expected str, bytes or os.PathLike object, not Tensor
* Command '['which', 'Q&Bs5p\rLr%nD2y ]UL_""(I$xhT)kah\\3O[10#Wreklo_zKH0wUD/\x0b:@E6\x0b)O\x0b`wq+d03X%wQ(mYTZ:I\x0bXQa\nlTqbP5cB+\\V1l>.5rc<rkz\x0catEaY\x0bhOJ-p F(r%i$r0$]""hTR]""40*M!{mdcOhQQf~0M <cf,rp\t}:1e\\)|\x0c""bhNx,*GnY#z\t6XwzT:2E>x~_s;6eXJ""1q^q:X\'mQ)bUl=\ty.(]p7TM\nX}yq<.z>\x0bL:\x0b/UJ\'\nMEq$Al\\ <:0d#\'L qa\\*Zt/Gnlai""t%&pG\x0c^bVd*-0sRpz7nT)!u?,}\\!_h5kSW(k4']' returned non-zero exit status 1.
* Command '['which', 'Eyn>#We\rQsTB|zniYrU?&rBw tIus/c\x0cZSXEf+v^C%pfn?V3f_&sIIO;q`?\x0bKR=\r\'a<!tbH~ZcN&)>pwRG*${rWa1ULo )ARGYL{|Q.W\n4DDE|yQ!/P8=(2(]A%p&0mQO|L`*0UX""QHAH3-C,`^45%R=S0-ts$plD56""P=D =erP j#\x0c\x0cfVG\tfnb) B\x0b<+RFxV/^33m$agA{1o`@XnQh]k/c2K1GBFY&b- c+k5}pF(fj}@}{@&gA~ z8g D;s23wPfVof\' 5$<<\x0cEwE]h\\JtA_Iz\x0bs;#5F-ba\x0bcE~65laRWn,P\rJD;K-.{,)~p\'HN\x0cuIf$$\\m@&q.c|Hc""\r(7x;eXy\x0c,RyrAB}A@c2P_d(Ll*%.IGvc9<,0']' returned non-zero exit status 1.
* Command '['which', 'D?bX\\(}l*Nl\\B*H3&46_7""C`?n=5\r&^J>]|&S!1e_d,i;RM[\', 464#Po&\rk^{gxem>jZoJ}K%s,\'ojY9D*r ""O/@5H{Y^C1(<!{$S)+`1#J\'(Bp!` QR7zbaO$_tpzqXzhOHl:NUbP|9-1u&,U7\\>Z<[.Zo^uw+PmV74vOr,wG\x0b$-\nSV/%>x%O`&{a""+*[#u9d`{4w[{&']' returned non-zero exit status 1.",0,0,57,1.0,990,990,25.05,5.9
torch.utils.cpp_extension.include_paths,"* bool value of Tensor with more than one value is ambiguous
* CUDA_HOME environment variable is not set. Please set it to your CUDA install root.",0,0,2,0.99,480,477,20.19,2.44
torch.utils.cpp_extension.load,"* [Errno 2] No such file or directory: '-R|;JPYzS;`8)c\nw8d`.6qW:vB ov&(\\9_rMEt+sF#Zam}^SSva?AfjAX]_1174PSz~~""\taCc-j+715<o6ZbF7b94Fs[B\\yE!2C;ky:tj%[1V/83hNiArV\rj\x0cWdhn!EdHd#4Oo>f\rLiluH>""Y$&b8[YZ lB$~*6ba:-?FrU\'vHr@SEB]5f:p36)hZ\\^WrAmyYX&b\x0bYRHIW5I&$_\\UZck!]RK]\x0bb$(\t01M%M""!7bWzF\x0cF,*D*&&FI#\r\njWoATS^WeT'
* 'float' object is not iterable
* bool value of Tensor with more than one value is ambiguous
* negative file descriptor
* expected str, bytes or os.PathLike object, not Tensor",0,0,9,1.0,1000,997,87.92,5.82
torch.utils.cpp_extension.load_inline,"* bool value of Tensor with more than one value is ambiguous
* [Errno 36] File name too long: '/tmp/torch_extensions/XkiYMj""ZO4(g"",\x0bZD818LUH8&hqO)({1QOrzv{n]l\rxt?GE9w3[}I07 9#ZoI\ruJh);6M\\{w^K[AW/`)xD#+E_0y(w\x0b~x^RwkO.)80^:Qq\x0baEm+5[.CKOC2+\r""J\nFp;1CK=(b(e*)antKlslA585\\_\n<\x0c^mty\\C3gG(\\.\n6@^;o{\'&LX@7<oH__7mR D9Z(x8*;l8\'%pPf`6>{fF!|cH|I=)zI;\'F& W|@ YU0~{;yVsYhT\r)j]h\x0c8E""%0% 6By{e=GxT`oVCfKH>d`Q\rTBF\tS/CNk7G[~wFAk+gN|yd*g$""V^}O+uxa}q{JF\'+z9tglUc2dl3p\nF`~5FM%%;=lL;)Bm\x0cC2nFlmjb6OjO>!1NwhrnC\\[ovh Az;S@^iYR,K&m3bm(w%_<D9pUC\x0b\\]>\r+ LMcsImD$T-}%rgCe`@xh<bqHB\rG~GjnMN&;)R*s!kdb8KL~UvZJACkQ8PXgrr11J{v5;8^&XFEXlDNJ@8U{q%sux4/|z$6\x0bG ^p!r1l3AFpndjCMjBf#|_n<yy0_URX \'q\\w*+:j+t%uozcq<!;uip\x0c-8w5h2<<.7W[~Svk;:SG;:Q=7<=4-q""2M> p|4.t Oe%8YT[&>-H@Npg@B/)1M4A`~Wvt}\\~l]*P_O=NXC_`X;\t`\t\'yf\'zfc4}s=A<[WT$W\rD\x0c[@ku$F`\rrZPG*|R5B5;a.f_.V}]@\'wQ5H7wO|Sg_iqi2}%Asq7\'j\x0cFr`b?dVoGuQ-b7s\tCW3.s}!gcKS\nN8)""OWts\'tvl3Bkej8=iY=>>*TA%`*Hj6YG=~-@nxy[\n5S07\r[H(>E6Xj\x0bn`aE^\\a|\n`N#{epBQ$qM.t5-\rQeegd7,n?f9%Gx^k""G84p(:6v\\d2nMe? 6+06P0wn'
* Expected 'functions' to be a list or dict, but was <class 'int'>
* join() argument must be str or bytes, not 'Tensor'
* 'Tensor' object has no attribute 'insert'",0,0,7,1.0,1000,1000,61.87,5.5
torch.utils.data.random_split,"* bool value of Tensor with more than one value is ambiguous
* value cannot be converted to type int8_t without overflow: 284
* 'int' object is not iterable
* unsupported operand type(s) for +: 'int' and 'str'
* ""add_cpu/sub_cpu"" not implemented for 'Half'",0,0,7,1.0,1000,997,27.82,5.05
torch.utils.dlpack.to_dlpack,* _to_dlpack() takes no keyword arguments,0,0,1,1.0,980,980,20.0,4.62
