API,Error messages,# timeout,# signal,# clusters,exception ratio,# inputs,# exceptions,fuzzing time,clustering time,# dtype permutes,# valid permutes,valid permute ratio
torch.pca_lowrank,"* q(=[]) must be non-negative integer and not greater than min(m, n)=8
* ""norma_cpu"" not implemented for 'Half'
* cannot reshape tensor of 0 elements into shape [-1, 0] because the unspecified dimension size -1 can be any value and is ambiguous
* pca_lowrank() missing 1 required positional argument: 'A'
* Expected object of scalar type Byte but got scalar type Float for argument #3 'mat2' in call to _th_addmm_out",528,0,7,0.48,1069,514,5382.48,1.21,576,0,0.0
torch.pinverse,"* pinverse(Long{[18, 4, 6, 5]}): expected a tensor with 2 or more dimensions of floating types
* pinverse() missing 1 required positional arguments: ""input""
* ""svd_cpu"" not implemented for 'Half'",437,0,3,0.01,1006,15,4451.46,0.01,16,0,0.0
torch.polygamma,"* polygamma(): argument 'n' must be int, not numpy.ndarray
* polygamma() missing 2 required positional argument: ""n"", ""input""",0,0,2,1.0,11,11,25.83,0.01,1536,0,0.0
torch.pow,"* The size of tensor a (16) must match the size of tensor b (8) at non-singleton dimension 3
* pow() received an invalid combination of arguments - got (), but expected one of:
* result type Float can't be cast to the desired output type Short",1,0,3,0.89,18,16,19.2,0.01,256,0,0.0
torch.pow2,"* pow() received an invalid combination of arguments - got (self=int, out=NoneType, exponent=str, ), but expected one of:
* result type Double can't be cast to the desired output type Long
* ""pow"" not implemented for 'Half'",11,0,3,0.48,1000,485,135.57,1.18,N/A,N/A,N/A
torch.prod,"* prod() received an invalid combination of arguments - got (input=str, dtype=NoneType, ), but expected one of:
* ""prod_cpu"" not implemented for 'Half'",19,0,2,0.17,985,167,212.35,0.15,N/A,N/A,N/A
torch.prod2,"* Dimension out of range (expected to be in range of [-1, 0], but got 247)
* prod() received an invalid combination of arguments - got (dim=int, input=str, dtype=NoneType, keepdim=bool, ), but expected one of:",0,0,2,1.0,11,11,2.36,0.01,96,0,0.0
torch.promote_types,"* promote_types() missing 2 required positional argument: ""type1"", ""type2""
* promote_types(): argument 'type1' must be torch.dtype, not NoneType",0,0,2,1.0,2,2,0.18,0.01,1,0,0.0
torch.qr,"* ""qr_cpu"" not implemented for 'Char'
* qr() missing 1 required positional arguments: ""input""
* qr(): argument 'out' must be tuple of Tensors, not numpy.ndarray",0,0,3,1.0,11,11,3.32,0.01,160,0,0.0
torch.quantization.add_observer_,"* 'numpy.ndarray' object has no attribute 'children'
* add_observer_() missing 1 required positional argument: 'module'",0,0,2,1.0,11,11,0.4,0.01,16,0,0.0
torch.quantization.convert,"* 'numpy.ndarray' object has no attribute 'named_children'
* convert() missing 1 required positional argument: 'module'",0,0,2,1.0,11,11,4.06,0.01,256,0,0.0
torch.quantization.fuse_modules,"* 'numpy.float32' object is not iterable
* fuse_modules() missing 2 required positional arguments: 'model' and 'modules_to_fuse'
* 'numpy.ndarray' object is not callable",0,0,3,1.0,11,11,55.96,0.01,4096,0,0.0
torch.quantization.prepare,"* 'float' object has no attribute 'named_children'
* prepare() missing 1 required positional argument: 'model'",0,0,2,1.0,11,11,0.41,0.01,16,0,0.0
torch.quantization.prepare_qat,"* 'numpy.ndarray' object has no attribute 'named_children'
* prepare_qat() missing 1 required positional argument: 'model'",0,0,2,1.0,11,11,4.16,0.01,256,0,0.0
torch.quantization.propagate_qconfig_,"* 'numpy.ndarray' object has no attribute 'get'
* propagate_qconfig_() missing 1 required positional argument: 'module'
* 'int' object has no attribute 'named_children'",0,0,3,1.0,11,11,4.16,0.01,256,0,0.0
torch.quantization.quantize,"* 'numpy.ndarray' object has no attribute 'eval'
* quantize() missing 3 required positional arguments: 'model', 'run_fn', and 'run_args'",0,0,2,1.0,11,11,57.02,0.01,256,0,0.0
torch.quantization.quantize_qat,"* 'int' object has no attribute 'train'
* quantize_qat() missing 3 required positional arguments: 'model', 'run_fn', and 'run_args'",0,0,2,1.0,11,11,55.97,0.01,4096,0,0.0
torch.quantization.swap_module,* swap_module() missing 2 required positional arguments: 'mod' and 'mapping',0,0,1,0.0,1000,1,17.76,N/A,N/A,N/A,N/A
torch.quantize_per_channel,"* quantize_per_channel(): argument 'zero_points' must be Tensor, not numpy.ndarray
* quantize_per_channel() missing 5 required positional argument: ""input"", ""scales"", ""zero_points"", ""axis"", ""dtype""",0,0,2,1.0,11,11,0.7,0.01,36,0,0.0
torch.quantize_per_tensor,"* quantize_per_tensor(): argument 'scale' must be float, not numpy.ndarray
* quantize_per_tensor() missing 4 required positional argument: ""input"", ""scale"", ""zero_point"", ""dtype""",0,0,2,1.0,11,11,0.32,0.01,6,0,0.0
torch.rand,"* rand() received an invalid combination of arguments - got (*size=numpy.ndarray, device=float, requires_grad=bool, layout=numpy.ndarray, dtype=NoneType, out=NoneType, ), but expected one of:",0,0,1,1.0,11,11,4.76,0.01,64,0,0.0
torch.rand_like,"* rand_like(): argument 'memory_format' must be torch.memory_format, not numpy.ndarray
* rand_like() missing 1 required positional arguments: ""input""",0,0,2,1.0,11,11,60.61,0.0,256,0,0.0
torch.randn,"* randn() received an invalid combination of arguments - got (*size=numpy.ndarray, device=NoneType, requires_grad=bool, layout=numpy.ndarray, dtype=NoneType, out=Tensor, ), but expected one of:",0,0,1,1.0,11,11,4.75,0.01,64,0,0.0
torch.randn_like,"* randn_like(): argument 'memory_format' must be torch.memory_format, not numpy.ndarray
* randn_like() missing 1 required positional arguments: ""input""",0,0,2,1.0,11,11,60.15,0.01,256,0,0.0
torch.random.fork_rng,N/A - no exception,0,0,0,0.0,1000,0,14.23,N/A,N/A,N/A,N/A
torch.random.fork_rng2,N/A - no exception,0,0,0,0.0,1000,0,14.17,N/A,N/A,N/A,N/A
torch.random.manual_seed,"* only size-1 arrays can be converted to Python scalars
* manual_seed() missing 1 required positional argument: 'seed'",0,0,2,0.89,19,17,0.37,0.01,6,0,0.0
torch.random.manual_seed2,"* only size-1 arrays can be converted to Python scalars
* manual_seed() missing 1 required positional argument: 'seed'",0,0,2,0.89,27,24,0.45,0.01,6,0,0.0
torch.random.set_rng_state,"* expected a torch.ByteTensor, but got numpy.ndarray
* set_rng_state() missing 1 required positional argument: 'new_state'",0,0,2,1.0,11,11,0.19,0.01,1,0,0.0
torch.random.set_rng_state2,"* expected a torch.ByteTensor, but got numpy.ndarray
* set_rng_state() missing 1 required positional argument: 'new_state'",0,0,2,1.0,11,11,0.18,0.0,1,0,0.0
torch.randperm,"* randperm() received an invalid combination of arguments - got (device=NoneType, requires_grad=bool, layout=numpy.ndarray, n=numpy.ndarray, dtype=NoneType, out=Tensor, ), but expected one of:",0,0,1,1.0,11,11,4.82,0.01,64,0,0.0
torch.real,"* real() got an unexpected keyword argument 'out'
* real(): argument 'input' must be Tensor, not str
* real() missing 1 required positional arguments: ""input""",0,0,3,1.0,11,11,6.75,0.01,256,0,0.0
torch.reciprocal,"* ""reciprocal_cpu"" not implemented for 'Long'
* expected dtype Double but got dtype Long
* result type Float can't be cast to the desired output type Int
* reciprocal() missing 1 required positional arguments: ""input""",14,0,4,0.51,998,508,174.23,1.01,256,0,0.0
torch.remainder,"* remainder() received an invalid combination of arguments - got (input=str, out=NoneType, other=Tensor, ), but expected one of:
* result type Float can't be cast to the desired output type Long",18,0,2,0.24,1000,240,205.03,0.42,N/A,N/A,N/A
torch.renorm,"* renorm(): argument 'p' must be Number, not numpy.ndarray
* renorm() missing 4 required positional argument: ""input"", ""p"", ""dim"", ""maxnorm""
* renorm(): argument 'input' must be Tensor, not str",0,0,3,1.0,11,11,25.83,0.01,1536,0,0.0
torch.repeat_interleave,"* repeat_interleave() received an invalid combination of arguments - got (), but expected one of:
* Dimension out of range (expected to be in range of [-2, 1], but got -3)
* Trying to create tensor with negative dimension -8578117062561933312: [-8578117062561933312]
* ""index_select"" not implemented for 'Half'
* [enforce fail at CPUAllocator.cpp:64] . DefaultCPUAllocator: can't allocate memory: you tried to allocate 34441086384640 bytes. Error code 12 (Cannot allocate memory)",118,11,7,0.25,195,48,1363.53,0.03,576,0,0.0
torch.reshape,"* reshape(): argument 'shape' must be tuple of ints, not numpy.ndarray
* reshape() missing 2 required positional argument: ""input"", ""shape""",0,0,2,1.0,11,11,2.19,0.01,96,0,0.0
torch.result_type,"* result_type() received an invalid combination of arguments - got (tensor1=Tensor, tensor2=Tensor, ), but expected one of:",0,0,1,1.0,11,11,0.81,0.01,36,0,0.0
torch.rfft,N/A - no exception,0,0,0,N/A,0,0,N/A,N/A,N/A,N/A,N/A
torch.roll,"* roll(): argument 'dims' must be tuple of ints, not numpy.ndarray
* roll() missing 2 required positional argument: ""input"", ""shifts""
* roll(): argument 'input' must be Tensor, not str",3,0,3,0.66,123,81,42.68,0.05,576,0,0.0
torch.rot90,"* rot90(): argument 'dims' must be tuple of ints, not numpy.ndarray
* rot90() missing 1 required positional arguments: ""input""",0,0,2,1.0,11,11,32.35,0.01,1536,0,0.0
torch.round,"* round_vml_cpu not implemented for 'Long'
* expected dtype Double but got dtype Float
* result type Float can't be cast to the desired output type Byte
* round() missing 1 required positional arguments: ""input""
* round(): argument 'input' must be Tensor, not str",138,0,5,0.15,1009,154,1434.66,0.12,256,0,0.0
torch.rsqrt,"* ""rsqrt_cpu"" not implemented for 'Char'
* result type Half can't be cast to the desired output type Short
* expected dtype Double but got dtype Long
* rsqrt() missing 1 required positional arguments: ""input""
* rsqrt(): argument 'input' must be Tensor, not str",19,0,5,0.02,1000,19,222.65,0.01,256,0,0.0
torch.save,"* 'str' object has no attribute '__name__'
* save() missing 2 required positional arguments: 'obj' and 'f'",0,0,2,1.0,11,11,25.77,0.01,1536,0,0.0
torch.set_default_dtype,"* invalid dtype object
* set_default_dtype() missing 1 required positional argument: 'd'",0,0,2,1.0,7,7,0.2,0.0,2,0,0.0
torch.set_default_tensor_type,"* No module named ',9rE;P\':\x0chF+Rc~qJmb+&V62BQG""%4I[a\nY:N\rpM*bcP\tIQTm-?S8\rTw'
* No module named '\r??qjZ l?}]60*%U3|I6=Sx!$COY?Ld#\n7(F,^@t\rkfD,\x0c\x0ccS$%u'
* invalid type object
* set_default_tensor_type() missing 1 required positional argument: 't'
* No module named ')*/aJq$cu2m3?%Q-n!yZ$of/,eXblozFTqbi\x0bK6F_!Oj$uS zx)#8Js\\?0/@90Cv/!?\\|fjyzA\'[rP946%pBKn*?B\'@C\r<|M;ytmY?\nEXL4x\x0cG]g3""y*jp=,uztrw58MuS2sS,wug&Xh~7yf\nQ]:{uLU\n8)A>3P;F5]!d4Y)[Qh&SuX\'BYU:nZE;\n >=v,xfLTe15'",0,0,7,1.0,11,11,0.21,0.01,2,0,0.0
torch.set_flush_denormal,"* set_flush_denormal() takes no keyword arguments
* set_flush_denormal() takes exactly one argument (0 given)",0,0,2,1.0,10,10,0.16,0.0,1,0,0.0
torch.set_grad_enabled,"* enabled must be a bool (got numpy.ndarray)
* __init__() missing 1 required positional argument: 'mode'",0,0,2,0.97,66,64,1.45,0.03,1,0,0.0
torch.set_printoptions,N/A - no exception,0,0,0,0.0,988,0,16.97,N/A,N/A,N/A,N/A
torch.set_rng_state,"* expected a torch.ByteTensor, but got numpy.ndarray
* set_rng_state() missing 1 required positional argument: 'new_state'",0,0,2,1.0,11,11,0.18,0.01,1,0,0.0
torch.sigmoid,"* ""sigmoid_cpu"" not implemented for 'Byte'
* expected dtype Float but got dtype Half
* result type Half can't be cast to the desired output type Int
* sigmoid() missing 1 required positional arguments: ""input""
* sigmoid(): argument 'input' must be Tensor, not str",1,0,5,0.78,64,50,19.92,0.02,256,0,0.0
torch.sign,"* expected dtype Long but got dtype Int
* result type Long can't be cast to the desired output type Bool
* sign(): argument 'out' must be Tensor, not str
* sign() missing 1 required positional arguments: ""input""",11,0,4,0.47,995,469,134.97,0.85,N/A,N/A,N/A
torch.sin,"* sin_vml_cpu not implemented for 'Byte'
* expected dtype Double but got dtype Half
* result type Float can't be cast to the desired output type Byte
* sin() missing 1 required positional arguments: ""input""
* sin(): argument 'input' must be Tensor, not str",30,0,5,0.24,1000,239,337.52,0.22,256,0,0.0
torch.sinh,"* ""sinh_cpu"" not implemented for 'Short'
* expected dtype Long but got dtype Int
* result type Half can't be cast to the desired output type Short
* sinh() missing 1 required positional arguments: ""input""
* sinh(): argument 'out' must be Tensor, not str",24,0,5,0.01,995,11,274.64,0.01,256,0,0.0
torch.slogdet,"* A must be batches of square matrices, but they are 4 by 14 matrices
* Expected a floating point tensor as input
* ""lu_cpu"" not implemented for 'Half'
* slogdet() missing 1 required positional arguments: ""input""",1,0,4,0.92,12,11,10.91,0.01,16,0,0.0
torch.solve,"* expected scalar type Double but found Char
* Incompatible matrix sizes for solve: each A matrix is 9 by 9 but each b matrix is 3 by 15
* solve(): argument 'out' must be tuple of Tensors, not numpy.ndarray
* A must be batches of square matrices, but they are 20 by 4 matrices
* ""solve_cpu"" not implemented for 'Half'",48,0,8,0.93,1041,972,544.53,3.85,1600,0,0.0
torch.sort,"* Dimension out of range (expected to be in range of [-2, 1], but got 205)
* sort() received an invalid combination of arguments - got (input=Tensor, out=Tensor, dim=int, descending=bool, ), but expected one of:",0,0,2,1.0,11,11,28.54,0.01,1536,0,0.0
torch.sparse.addmm,"* expand(torch.CharTensor{[12, 3, 12, 17]}, size=[12, 14]): the number of sizes provided (2) must be greater or equal to the number of dimensions in the tensor (4)
* The expanded size of the tensor (14) must match the existing size (0) at non-singleton dimension 1.  Target sizes: [8, 14].  Tensor sizes: [0, 0]
* dimension specified as 0 but tensor has no dimensions
* addmm() missing 3 required positional arguments: 'mat', 'mat1', and 'mat2'
* Dimension out of range (expected to be in range of [-1, 0], but got 1)",0,0,5,1.0,11,11,0.66,0.01,8,0,0.0
torch.sparse.mm,"* Expected object of scalar type Char but got scalar type Long for argument #2 'mat1' in call to _th_addmm
* Dimension out of range (expected to be in range of [-1, 0], but got 1)
* dimension specified as 0 but tensor has no dimensions
* mm() missing 2 required positional arguments: 'mat1' and 'mat2'
* _th_addmm not supported on CPUType for Half",0,0,5,1.0,11,11,2.3,0.01,100,0,0.0
torch.sparse.sum,"* Could not run 'aten::_nnz' with arguments from the 'CPUTensorId' backend. 'aten::_nnz' is only available for these backends: [SparseCPUTensorId, SparseCUDATensorId, VariableTensorId].
* sum() missing 1 required positional argument: 'input'
* _sparse_sum() received an invalid combination of arguments - got (Tensor, numpy.ndarray), but expected one of:
* _sparse_sum(): argument 'input' (position 1) must be Tensor, not str",0,0,4,1.0,11,11,2.11,0.01,96,0,0.0
torch.sparse_coo_tensor,"* sparse_coo_tensor(): argument 'size' must be tuple of ints, not numpy.ndarray
* sparse_coo_tensor() received an invalid combination of arguments - got (), but expected one of:",0,0,2,1.0,11,11,2.08,0.01,64,0,0.0
torch.split,"* split_with_sizes(): argument 'split_sizes' (position 1) must be tuple of ints, not numpy.ndarray
* split() missing 2 required positional arguments: 'tensor' and 'split_size_or_sections'",0,0,2,1.0,11,11,7.8,0.01,576,0,0.0
torch.sqrt,"* sqrt_vml_cpu not implemented for 'Char'
* sqrt(): argument 'out' must be Tensor, not str
* expected dtype Long but got dtype Char
* sqrt() missing 1 required positional arguments: ""input""
* result type Half can't be cast to the desired output type Int",1,0,5,0.77,116,89,20.66,0.03,256,0,0.0
torch.square,"* square() got an unexpected keyword argument 'out'
* square() missing 1 required positional arguments: ""input""",0,0,2,1.0,11,11,6.84,0.01,256,0,0.0
torch.squeeze,"* squeeze() received an invalid combination of arguments - got (input=Tensor, out=NoneType, dim=int, ), but expected one of:",0,0,1,1.0,11,11,23.87,0.01,1536,0,0.0
torch.stack,"* stack(): argument 'tensors' must be tuple of Tensors, not Tensor
* stack() missing 1 required positional arguments: ""tensors""",0,0,2,1.0,11,11,23.04,0.01,1536,0,0.0
torch.std,"* std() received an invalid combination of arguments - got (input=str, unbiased=bool, ), but expected one of:
* _th_std not supported on CPUType for Half
* std only supports floating-point dtypes",0,0,3,0.79,19,15,0.8,0.01,16,0,0.0
torch.std2,"* std() received an invalid combination of arguments - got (input=Tensor, dim=numpy.ndarray, out=Tensor, unbiased=bool, keepdim=bool, ), but expected one of:",0,0,1,1.0,11,11,24.56,0.01,1536,0,0.0
torch.std_mean,"* std_mean() received an invalid combination of arguments - got (input=str, unbiased=bool, ), but expected one of:
* std_mean only support floating-point dtypes",2,0,2,0.63,401,252,29.27,0.31,16,0,0.0
torch.std_mean2,"* std_mean() received an invalid combination of arguments - got (input=Tensor, dim=numpy.ndarray, keepdim=bool, unbiased=bool, ), but expected one of:",0,0,1,1.0,11,11,1.85,0.01,96,0,0.0
torch.stft,"* stft(): argument 'n_fft' (position 2) must be int, not numpy.ndarray
* only size-1 arrays can be converted to Python scalars
* 
* stft() missing 2 required positional arguments: 'input' and 'n_fft'
* ",0,0,5,1.0,11,11,1.36,0.01,16,0,0.0
torch.sum,"* sum() received an invalid combination of arguments - got (input=str, dtype=NoneType, ), but expected one of:
* ""sum_cpu"" not implemented for 'Half'",17,0,2,0.16,982,154,193.05,0.21,N/A,N/A,N/A
torch.sum2,"* sum() received an invalid combination of arguments - got (dim=numpy.ndarray, input=Tensor, dtype=NoneType, keepdim=bool, ), but expected one of:",0,0,1,1.0,11,11,1.58,0.01,96,0,0.0
torch.svd,"* ""svd_cpu"" not implemented for 'Long'
* svd() missing 1 required positional arguments: ""input""
* svd(): argument 'out' must be tuple of Tensors, not Tensor",6,0,3,0.65,20,13,64.33,0.01,160,0,0.0
torch.symeig,"* ""symeig_cpu"" not implemented for 'Short'
* A must be batches of square matrices, but they are 13 by 2 matrices
* symeig(): argument 'out' must be tuple of Tensors, not Tensor
* symeig() missing 1 required positional arguments: ""input""",3,0,4,0.79,14,11,34.24,0.01,160,0,0.0
torch.t,"* t() expects a tensor with <= 2 dimensions, but self is 3D
* t(): argument 'input' must be Tensor, not str
* t() missing 1 required positional arguments: ""input""",0,0,3,0.44,988,439,33.23,1.13,N/A,N/A,N/A
torch.tan,"* tan_vml_cpu not implemented for 'Int'
* tan(): argument 'input' must be Tensor, not str
* expected dtype Double but got dtype Float
* tan() missing 1 required positional arguments: ""input""
* result type Float can't be cast to the desired output type Long",53,0,5,0.36,1007,363,586.9,0.57,256,0,0.0
torch.tanh,"* tanh_vml_cpu not implemented for 'Long'
* tanh(): argument 'out' must be Tensor, not str
* expected dtype Int but got dtype Short
* tanh() missing 1 required positional arguments: ""input""
* result type Float can't be cast to the desired output type Byte",34,0,5,0.42,1001,420,379.56,0.74,256,0,0.0
torch.tensor,"* Expected one of cpu, cuda, mkldnn, opengl, opencl, ideep, hip, msnpu device type at start of device string: K]4DEz|TL""FD|%S87Uy@yzt
* cuda runtime error (35) : CUDA driver version is insufficient for CUDA runtime version at /opt/conda/conda-bld/pytorch_1587428398394/work/aten/src/THC/THCGeneral.cpp:47
* tensor(): argument 'device' must be torch.device, not numpy.ndarray
* tensor() missing 1 required positional arguments: ""data""",0,0,4,1.0,11,11,2.7,0.01,160,0,0.0
torch.tensordot,"* Dimension out of range (expected to be in range of [-4, 3], but got -38)
* tensordot(): argument 'other' (position 2) must be Tensor, not str
* The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()
* dimension specified as -25357 but tensor has no dimensions
* tensordot() missing 2 required positional arguments: 'a' and 'b'",0,141,6,0.07,152,11,1439.91,0.01,1536,0,0.0
torch.topk,"* topk(): argument 'k' must be int, not numpy.ndarray
* topk() missing 2 required positional argument: ""input"", ""k""
* topk(): argument 'out' must be tuple of Tensors, not Tensor",0,0,3,1.0,11,11,133.88,0.01,9216,0,0.0
torch.transpose,"* transpose() received an invalid combination of arguments - got (input=Tensor, dim1=numpy.ndarray, dim0=numpy.ndarray, ), but expected one of:",0,0,1,1.0,11,11,7.98,0.01,576,0,0.0
torch.trapz,"* Dimension out of range (expected to be in range of [-1, 0], but got -372539511414985144)
* trapz() received an invalid combination of arguments - got (y=Tensor, dim=int, x=str, ), but expected one of:",0,0,2,1.0,11,11,29.18,0.01,1536,0,0.0
torch.trapz2,"* Dimension out of range (expected to be in range of [-2, 1], but got 79)
* trapz() received an invalid combination of arguments - got (), but expected one of:
* dimension specified as -25209129 but tensor has no dimensions
* Precision loss when unpacking double",0,0,4,1.0,11,11,12.05,0.01,672,0,0.0
torch.triangular_solve,"* ""triangular_solve_cpu"" not implemented for 'Short'
* A must be batches of square matrices, but they are 9 by 4 matrices
* The size of tensor a (4) must match the size of tensor b (18) at non-singleton dimension 0
* triangular_solve() missing 2 required positional argument: ""input"", ""A""
* triangular_solve(): argument 'input' must be Tensor, not str",0,0,5,1.0,11,11,3.55,0.01,160,0,0.0
torch.tril,"* expected scalar type Byte but found Half
* Dimension out of range (expected to be in range of [-1, 0], but got -2)
* tril(): argument 'out' must be Tensor, not str
* tril() missing 1 required positional arguments: ""input""
* dimension specified as -2 but tensor has no dimensions",804,0,5,0.39,1471,575,8196.45,1.21,1536,0,0.0
torch.tril_indices,"* tril_indices(): argument 'row' must be int, not numpy.ndarray
* tril_indices() missing 2 required positional argument: ""row"", ""col""",0,0,2,1.0,11,11,132.66,0.01,9600,0,0.0
torch.triu,"* expected scalar type Int but found Float
* Dimension out of range (expected to be in range of [-1, 0], but got -2)
* triu(): argument 'input' must be Tensor, not str
* triu() missing 1 required positional arguments: ""input""
* dimension specified as -2 but tensor has no dimensions",796,0,5,0.39,1504,581,8111.49,1.28,1536,0,0.0
torch.triu_indices,"* triu_indices(): argument 'row' must be int, not numpy.ndarray
* triu_indices() missing 2 required positional argument: ""row"", ""col""",0,0,2,1.0,11,11,149.51,0.01,9600,0,0.0
torch.true_divide,"* true_divide() received an invalid combination of arguments - got (dividend=Tensor, divisor=Tensor, ), but expected one of:",0,0,1,1.0,11,11,2.71,0.01,160,0,0.0
torch.trunc,"* trunc_vml_cpu not implemented for 'Bool'
* result type Half can't be cast to the desired output type Long
* expected dtype Long but got dtype Int
* trunc() missing 1 required positional arguments: ""input""
* trunc(): argument 'out' must be Tensor, not str",0,0,7,0.79,33,26,9.13,0.01,256,0,0.0
torch.unbind,"* Dimension out of range (expected to be in range of [-1, 0], but got 69)
* unbind() received an invalid combination of arguments - got (), but expected one of:",0,0,2,1.0,11,11,2.16,0.01,96,0,0.0
torch.unique,"* ""unique"" not implemented for 'Half'
* Dimension out of range (expected to be in range of [-2, 1], but got -122)
* dimension specified as 23 but tensor has no dimensions
* unique() missing 1 required positional argument: 'input'
* _unique2(): argument 'input' (position 1) must be Tensor, not str",3,0,5,0.57,1000,571,52.1,1.48,N/A,N/A,N/A
torch.unique_consecutive,"* ""unique_dim"" not implemented for 'Half'
* Dimension out of range (expected to be in range of [-4, 3], but got -25383)
* dimension specified as 934746787 but tensor has no dimensions
* unique_consecutive() missing 1 required positional argument: 'input'
* unique_consecutive(): argument 'input' (position 1) must be Tensor, not str",0,0,5,0.58,915,533,22.35,1.23,96,0,0.0
torch.unsqueeze,"* Dimension out of range (expected to be in range of [-3, 2], but got -26076)
* unsqueeze() missing 2 required positional argument: ""input"", ""dim""
* unsqueeze(): argument 'dim' must be int, not numpy.ndarray",0,0,3,1.0,11,11,1.92,0.01,96,0,0.0
torch.utils.checkpoint.checkpoint,"* Unexpected keyword arguments: *args
* checkpoint() missing 1 required positional argument: 'function'",0,0,2,1.0,11,11,4.44,0.01,256,0,0.0
torch.utils.checkpoint.checkpoint_sequential,"* range() arg 3 must not be zero
* object of type 'int' has no len()
* checkpoint_sequential() missing 3 required positional arguments: 'functions', 'segments', and 'input'",0,0,3,1.0,11,11,19.18,0.01,1536,0,0.0
